hg19	hg38	Liver	Lungs	Colon	SmallIntestines	Pancreas	AdrenalGlands	Esophagus	AdiposeTissues	Heart	Brain	T-cells	B-cells	Neutrophils	Placenta	Minimum	Maximum	Mean	S.D.	C.V.	Placenta-informative
chr20:39321379-39321879	chr20:40692739-40693239	54.3	25.6	7.7	13.9	43.3	27.2	50.8	28.2	14.1	17.8	12.5	14.2	8.1	8.7	7.7	54.3	24.4	15.9	0.6	N
chr20:39656562-39657062	chr20:41027922-41028422	27.0	26.1	42.4	25.6	21.6	28.1	26.2	25.1	24.6	9.4	34.1	34.0	28.7	24.1	9.4	42.4	27.1	7.6	0.3	N
chr20:39969108-39969608	chr20:41340468-41340968	12.5	14.7	2.9	5.0	2.6	8.1	8.1	8.6	5.1	30.1	22.9	15.9	25.0	5.5	2.6	30.1	12.4	8.9	0.7	N
chr20:42136794-42137294	chr20:43508154-43508654	31.7	16.2	8.1	12.0	27.4	18.8	13.0	11.9	14.0	10.9	8.9	8.6	5.5	15.4	5.5	31.7	14.4	7.6	0.5	N
chr20:42744823-42745323	chr20:44116183-44116683	24.4	20.3	35.0	23.2	11.0	35.1	22.6	30.2	40.6	14.1	27.8	22.9	19.8	54.2	11.0	40.6	25.2	8.4	0.3	Y
chr20:42939951-42940451	chr20:44311311-44311811	4.3	21.0	19.0	14.3	13.5	26.6	16.3	28.0	12.6	7.3	13.7	18.3	17.0	7.5	4.3	28.0	16.3	6.7	0.4	N
chr20:43104907-43105407	chr20:44476267-44476767	18.3	19.5	11.0	15.6	11.8	20.3	12.2	25.3	34.8	10.3	10.7	6.5	23.3	7.5	6.5	34.8	16.9	7.8	0.5	N
chr20:43159840-43160340	chr20:44531199-44531699	30.5	67.8	29.2	54.2	53.5	56.1	67.0	64.4	69.4	46.3	64.6	70.8	45.1	21.0	29.2	70.8	55.3	14.1	0.3	N
chr20:43281562-43282062	chr20:44652921-44653421	13.7	38.3	16.1	25.0	23.7	27.3	27.0	24.2	35.6	44.5	73.1	59.3	41.7	18.4	13.7	73.1	34.6	17.0	0.5	N
chr20:43378850-43379350	chr20:44750209-44750709	40.9	61.6	58.1	40.6	35.4	33.7	42.3	25.8	27.9	61.0	64.6	33.1	33.4	15.5	25.8	64.6	43.0	13.6	0.3	N
chr20:43513596-43514096	chr20:44884955-44885455	28.6	13.3	15.0	21.6	12.8	16.8	12.0	10.5	3.4	6.5	2.8	3.2	10.6	19.1	2.8	28.6	12.1	7.5	0.6	N
chr20:43539117-43539617	chr20:44910476-44910976	42.4	46.0	56.0	35.1	20.7	48.9	32.4	49.2	44.2	40.1	60.6	60.4	50.9	10.9	20.7	60.6	45.2	11.4	0.3	Y
chr20:43594395-43594895	chr20:44965754-44966254	12.7	25.9	10.3	20.6	10.7	19.1	16.0	32.8	25.7	14.0	13.7	11.2	9.4	13.1	9.4	32.8	17.1	7.3	0.4	N
chr20:43922450-43922950	chr20:45293810-45294310	1.6	20.1	14.5	10.7	11.4	26.1	16.9	30.7	17.5	3.1	4.7	20.4	10.7	0.8	1.6	30.7	14.5	8.7	0.6	N
chr20:43945122-43945622	chr20:45316482-45316982	24.4	24.8	33.1	16.9	65.7	13.8	21.5	14.5	13.7	25.6	25.7	34.0	14.4	19.9	13.7	65.7	25.2	14.0	0.6	N
chr20:44036959-44037459	chr20:45408319-45408819	94.3	94.2	40.3	88.0	96.6	93.8	92.7	93.8	55.3	33.8	95.0	96.1	94.4	38.5	33.8	96.6	82.2	22.8	0.3	N
chr20:44451602-44452102	chr20:45822963-45823463	18.3	17.4	4.1	15.3	9.9	48.4	14.7	10.3	15.0	15.6	32.1	27.3	14.5	9.3	4.1	48.4	18.7	11.4	0.6	N
chr20:44462884-44463384	chr20:45834245-45834745	9.8	11.6	6.7	6.0	4.8	6.8	4.1	10.7	4.3	2.3	21.7	34.6	10.5	2.8	2.3	34.6	10.3	8.8	0.9	N
chr20:44561893-44562393	chr20:45933254-45933754	46.6	44.7	14.6	31.1	14.4	33.8	38.8	27.2	44.3	22.5	43.8	53.1	46.6	57.3	14.4	53.1	35.5	12.7	0.4	N
chr20:44640636-44641136	chr20:46011997-46012497	24.5	21.1	34.9	20.1	17.6	14.4	21.1	20.2	14.3	17.7	18.8	20.3	29.5	13.1	14.3	34.9	21.1	5.7	0.3	N
chr20:44657964-44658464	chr20:46029325-46029825	20.4	11.4	31.1	10.6	7.0	7.9	12.2	12.5	5.6	7.7	18.7	16.9	14.4	6.7	5.6	31.1	13.6	7.0	0.5	N
chr20:44685772-44686272	chr20:46057133-46057633	30.2	25.7	48.1	25.4	40.7	32.6	34.2	25.9	23.6	27.2	23.6	26.2	15.3	15.0	15.3	48.1	29.1	8.3	0.3	N
chr20:44746823-44747323	chr20:46118184-46118684	9.3	4.3	34.4	6.8	19.7	27.8	17.7	4.3	12.1	14.3	11.0	0.8	3.3	16.3	0.8	34.4	12.8	10.0	0.8	N
chr20:44829507-44830007	chr20:46200868-46201368	26.1	31.1	27.2	26.5	15.8	39.6	43.5	24.1	18.7	3.1	39.1	47.4	27.0	17.1	3.1	47.4	28.4	12.1	0.4	N
chr20:44875254-44875754	chr20:46246615-46247115	16.4	10.1	25.1	7.1	46.9	18.9	46.0	24.0	12.9	56.7	3.4	7.0	2.8	43.8	2.8	56.7	21.3	17.9	0.8	N
chr20:45279782-45280282	chr20:46651143-46651643	7.5	7.1	9.5	8.3	29.0	17.7	9.1	4.2	7.5	5.8	9.2	20.7	8.7	2.5	4.2	29.0	11.1	7.0	0.6	N
chr20:47001709-47002209	chr20:48372966-48373466	40.8	76.7	68.5	66.7	38.4	74.2	83.2	76.7	87.2	46.9	88.2	91.6	89.9	56.0	38.4	91.6	71.5	18.6	0.3	N
chr20:47895698-47896198	chr20:49279161-49279661	34.2	23.6	35.3	12.4	24.0	28.2	11.7	18.7	32.7	14.2	10.2	8.8	4.1	8.4	4.1	35.3	19.9	10.5	0.5	N
chr20:47935840-47936340	chr20:49319303-49319803	30.9	15.3	25.7	14.8	11.5	10.1	17.3	12.0	11.0	30.3	14.2	18.2	10.2	7.7	10.1	30.9	17.0	7.4	0.4	N
chr20:49640072-49640572	chr20:51023535-51024035	14.5	13.6	23.7	13.6	5.7	2.9	11.1	16.5	9.5	25.5	12.8	17.0	11.6	11.0	2.9	25.5	13.7	6.2	0.5	N
chr20:50108796-50109296	chr20:51492258-51492758	61.5	12.5	19.5	32.6	43.7	10.2	21.9	3.5	5.3	28.4	78.9	46.0	2.4	55.0	2.4	78.9	28.2	23.7	0.8	N
chr20:50719811-50720311	chr20:52103272-52103772	74.8	46.0	62.8	39.2	75.5	45.0	37.4	33.3	32.8	64.9	17.6	6.8	0.7	50.9	0.7	75.5	41.3	24.0	0.6	N
chr20:52198559-52199059	chr20:53582020-53582520	75.2	74.2	81.7	70.8	93.2	91.0	80.2	69.4	90.4	85.1	3.3	23.5	33.8	89.4	3.3	93.2	67.1	28.5	0.4	N
chr20:52276745-52277245	chr20:53660206-53660706	9.1	9.2	3.6	7.2	24.2	10.2	4.9	4.7	7.2	8.0	2.6	2.6	10.4	27.4	2.6	24.2	8.0	5.6	0.7	Y
chr20:54579104-54579604	chr20:56004048-56004548	4.9	4.5	4.5	5.2	2.7	1.4	4.5	2.4	1.5	1.0	11.3	23.1	2.9	17.5	1.0	23.1	5.4	5.9	1.1	N
chr20:54934493-54934993	chr20:56359437-56359937	9.5	12.1	10.1	15.1	4.8	14.7	7.5	18.9	4.5	3.0	35.8	44.2	34.0	3.8	3.0	44.2	16.5	13.3	0.8	N
chr20:55200780-55201280	chr20:56625724-56626224	11.1	10.4	24.4	6.8	4.4	7.8	50.1	11.1	6.0	61.7	12.1	7.7	6.1	53.1	4.4	61.7	16.9	18.2	1.1	N
chr20:55499348-55499848	chr20:56924292-56924792	14.3	11.1	32.6	14.2	21.0	16.3	57.6	14.0	11.4	42.2	11.2	7.5	8.7	62.7	7.5	57.6	20.2	15.0	0.7	N
chr20:55965273-55965773	chr20:57390217-57390717	71.1	53.2	81.1	57.7	80.7	61.6	45.3	47.9	66.7	67.6	9.9	3.9	22.8	57.9	3.9	81.1	51.5	25.2	0.5	N
chr20:56247250-56247750	chr20:57672194-57672694	72.5	25.0	88.8	66.9	79.7	57.7	65.8	38.4	28.7	10.2	57.6	41.6	18.3	24.8	10.2	88.8	50.1	24.9	0.5	N
chr20:56725858-56726358	chr20:58150802-58151302	19.8	27.7	18.3	32.3	11.4	18.4	34.6	35.9	24.1	23.1	14.3	22.9	20.4	38.1	11.4	35.9	23.3	7.5	0.3	N
chr20:56883739-56884239	chr20:58308683-58309183	41.6	34.2	38.4	18.8	25.1	23.4	17.6	20.9	14.8	23.7	54.0	14.6	25.6	3.9	14.6	54.0	27.1	11.7	0.4	N
chr20:57616931-57617431	chr20:59041876-59042376	11.4	29.7	8.6	18.1	17.4	33.6	25.7	39.9	36.6	39.6	14.1	21.5	38.0	7.9	8.6	39.9	25.7	11.3	0.4	N
chr20:57798224-57798724	chr20:59223169-59223669	20.5	14.3	7.7	17.0	6.1	20.6	33.8	12.5	9.3	9.0	71.4	20.3	4.0	35.0	4.0	71.4	19.0	17.7	0.9	N
chr20:58509256-58509756	chr20:59934201-59934701	23.5	19.6	22.9	13.3	6.0	19.2	17.3	26.0	5.9	0.7	25.3	26.9	22.7	11.4	0.7	26.9	17.7	8.6	0.5	N
chr20:60539915-60540415	chr20:61964859-61965359	55.4	47.3	25.6	41.0	66.5	71.6	28.9	51.8	48.1	63.7	55.2	63.5	52.2	55.2	25.6	71.6	51.6	13.8	0.3	N
chr20:60639113-60639613	chr20:62064057-62064557	35.1	38.5	17.3	39.6	12.0	24.4	40.8	48.8	21.4	19.3	87.5	93.1	83.0	18.3	12.0	93.1	43.1	27.7	0.6	N
chr20:60814372-60814872	chr20:62239316-62239816	44.6	44.8	12.7	42.4	13.7	31.9	38.1	50.6	31.7	48.3	79.1	77.2	72.0	59.3	12.7	79.1	45.2	21.2	0.5	N
chr20:60879500-60880000	chr20:62304444-62304944	39.2	73.1	47.6	67.3	38.9	52.2	45.0	81.2	76.3	78.3	82.1	94.6	89.5	35.2	38.9	94.6	66.6	19.5	0.3	N
chr20:60943120-60943620	chr20:62368064-62368564	4.2	7.9	2.3	3.6	23.3	25.7	3.5	4.6	5.7	5.6	4.6	1.2	2.9	9.2	1.2	25.7	7.3	7.8	1.1	N
chr20:61049362-61049862	chr20:62474306-62474806	20.9	12.9	34.8	8.0	18.1	35.7	19.3	12.8	22.5	5.6	9.6	9.7	8.4	13.2	5.6	35.7	16.8	9.8	0.6	N
chr20:61274778-61275278	chr20:62643426-62643926	33.9	39.0	11.5	32.6	12.2	48.8	24.5	43.0	14.4	23.2	53.9	66.0	50.6	11.8	11.5	66.0	34.9	17.3	0.5	N
chr20:61342859-61343359	chr20:62711507-62712007	57.9	54.9	36.5	55.4	45.2	67.5	52.5	44.4	58.4	35.4	84.8	78.0	81.8	21.2	35.4	84.8	57.9	16.2	0.3	N
chr20:61446844-61447344	chr20:62815492-62815992	39.4	23.4	21.0	30.9	27.3	33.9	34.0	30.3	32.9	60.8	49.0	40.9	26.0	8.6	21.0	60.8	34.6	10.9	0.3	N
chr20:61506916-61507416	chr20:62875564-62876064	30.2	26.1	17.7	28.3	16.1	22.6	32.8	34.3	23.2	21.5	59.1	65.4	52.0	6.0	16.1	65.4	33.0	15.9	0.5	N
chr20:61583892-61584392	chr20:62952540-62953040	2.3	5.9	4.0	7.6	13.3	28.0	13.6	5.3	17.0	18.2	27.6	0.0	0.0	54.9	0.0	28.0	11.0	9.6	0.9	Y
chr20:61611785-61612285	chr20:62980433-62980933	57.9	25.8	52.0	40.0	40.0	42.5	36.3	27.7	70.2	16.0	21.1	6.5	5.1	20.1	5.1	70.2	33.9	19.5	0.6	N
chr20:61639172-61639672	chr20:63007820-63008320	15.1	10.8	10.4	12.3	17.2	13.5	13.0	15.8	14.5	10.5	32.0	27.7	16.1	14.2	10.4	32.0	16.1	6.6	0.4	N
chr20:61658750-61659250	chr20:63027398-63027898	32.7	38.6	39.0	34.0	16.7	40.9	40.5	35.5	23.1	51.0	73.1	40.5	48.0	33.5	16.7	73.1	39.5	13.6	0.3	N
chr20:61846344-61846844	chr20:63214992-63215492	14.8	30.1	15.7	27.6	11.5	28.6	23.7	40.4	36.9	33.3	30.9	27.9	28.1	10.2	11.5	40.4	26.9	8.5	0.3	N
chr20:61904908-61905408	chr20:63273556-63274056	25.7	33.7	9.8	28.6	6.5	25.1	20.2	31.4	32.9	33.5	50.0	40.9	46.5	16.9	6.5	50.0	29.6	12.7	0.4	N
chr20:61926695-61927195	chr20:63295343-63295843	32.6	24.5	19.6	23.0	17.8	29.3	16.3	18.2	26.7	12.3	17.6	37.3	33.1	18.7	12.3	37.3	23.7	7.6	0.3	N
chr20:61993187-61993687	chr20:63361835-63362335	50.2	5.3	9.0	9.3	4.1	14.1	7.4	12.3	10.4	36.7	10.6	6.6	6.0	14.2	4.1	50.2	14.0	13.6	1.0	N
chr20:62002250-62002750	chr20:63370898-63371398	58.4	31.8	36.3	41.9	32.0	27.9	43.2	48.5	26.8	46.3	57.5	58.3	58.3	18.6	26.8	58.4	43.6	12.0	0.3	N
chr20:62079561-62080061	chr20:63448208-63448708	65.3	64.8	20.4	56.9	42.7	54.9	56.9	74.3	67.2	68.4	80.5	76.2	90.7	31.2	20.4	90.7	63.0	17.8	0.3	N
chr20:62085468-62085968	chr20:63454115-63454615	33.2	13.2	36.2	18.9	28.3	15.7	12.3	4.9	34.0	5.8	25.5	16.7	8.7	16.0	4.9	36.2	19.5	10.9	0.6	N
chr20:62092327-62092827	chr20:63460974-63461474	53.8	62.7	47.9	55.5	32.1	39.7	43.5	56.8	51.0	22.3	79.8	73.3	77.3	32.3	22.3	79.8	53.5	17.1	0.3	N
chr20:62120199-62120699	chr20:63488846-63489346	35.3	27.9	40.1	37.8	27.2	70.1	40.3	38.4	47.3	68.7	44.4	48.9	36.8	42.9	27.2	70.1	43.3	13.2	0.3	N
chr20:62152546-62153046	chr20:63521193-63521693	24.2	8.3	1.5	4.9	4.7	11.5	3.7	7.8	6.2	1.4	6.2	8.2	6.8	12.5	1.4	24.2	7.3	5.8	0.8	N
chr20:62168475-62168975	chr20:63537122-63537622	37.9	51.8	8.0	50.1	66.8	67.3	40.8	52.7	67.4	73.0	36.5	57.0	43.2	55.5	8.0	73.0	50.2	17.6	0.3	N
chr20:62272792-62273292	chr20:63641439-63641939	7.7	3.0	1.4	13.8	4.4	5.7	11.4	7.7	9.3	27.9	4.0	13.5	5.9	5.6	1.4	27.9	8.9	6.9	0.8	N
chr20:62288942-62289442	chr20:63657589-63658089	61.7	45.6	67.1	34.8	32.4	31.6	36.6	30.9	40.8	30.6	57.2	36.2	50.9	38.0	30.6	67.1	42.8	12.6	0.3	N
chr20:62366750-62367250	chr20:63735398-63735898	36.4	86.6	85.3	88.9	87.9	63.5	84.8	88.0	94.7	22.7	86.0	72.9	73.8	87.2	22.7	94.7	74.7	21.9	0.3	N
chr20:62406410-62406910	chr20:63775057-63775557	54.7	43.9	30.1	24.3	26.8	35.5	22.4	48.1	48.0	10.6	67.8	42.1	33.9	58.9	10.6	67.8	37.6	15.3	0.4	N
chr20:62434938-62435438	chr20:63803585-63804085	75.3	69.3	74.9	68.8	82.3	73.0	73.6	51.6	72.8	77.1	18.7	0.6	0.9	84.8	0.6	82.3	56.8	29.7	0.5	N
chr20:62461267-62461767	chr20:63829914-63830414	22.6	1.2	3.0	1.7	0.8	14.4	1.1	2.2	1.5	0.9	0.7	3.8	0.9	0.2	0.7	22.6	4.2	6.6	1.6	N
chr20:62693943-62694443	chr20:64062590-64063090	23.9	19.6	27.4	19.8	12.5	10.3	18.2	16.7	19.7	10.4	22.1	30.7	29.3	17.6	10.3	30.7	20.0	6.7	0.3	N
chr20:62711770-62712270	chr20:64080417-64080917	28.7	28.5	7.5	25.3	36.6	16.0	27.7	23.6	19.7	19.9	53.7	19.4	2.6	30.6	2.6	53.7	23.8	12.7	0.5	N
chr21:9826943-9827443	chr21:8988110-8988610	36.8	47.4	73.1	37.2	66.9	61.8	71.4	65.7	67.0	36.0	18.5	28.2	20.4	5.6	18.5	73.1	48.5	20.0	0.4	N
chr21:15068826-15069326	chr21:13696505-13697005	57.6	58.7	45.4	64.2	39.8	26.0	44.4	25.3	37.5	34.9	70.3	38.3	46.7	7.1	25.3	70.3	45.3	14.0	0.3	N
chr21:15077552-15078052	chr21:13705231-13705731	61.9	55.1	39.0	59.2	25.0	33.6	44.5	49.3	33.8	27.6	66.7	75.0	45.5	7.6	25.0	75.0	47.4	15.5	0.3	N
chr21:15351909-15352409	chr21:13979588-13980088	53.2	21.8	85.0	30.6	77.3	82.3	86.2	85.8	77.8	64.5	43.6	42.3	39.5	3.6	21.8	86.2	60.8	23.2	0.4	N
chr21:18985506-18986006	chr21:17613188-17613688	33.0	22.4	42.9	23.4	30.2	12.7	26.9	28.5	16.1	9.4	46.0	28.3	20.1	14.0	9.4	46.0	26.1	10.7	0.4	N
chr21:26933924-26934424	chr21:25561612-25562112	27.9	7.3	3.6	6.0	7.7	20.1	3.9	3.7	20.8	22.9	0.9	1.8	0.9	34.6	0.9	27.9	9.8	9.5	1.0	N
chr21:27945011-27945511	chr21:26572692-26573192	7.5	1.9	35.3	4.7	3.4	1.8	2.6	7.4	1.4	6.0	8.5	16.5	0.3	2.6	0.3	35.3	7.5	9.4	1.3	N
chr21:30396349-30396849	chr21:29024028-29024528	44.7	20.4	40.5	37.2	35.0	35.5	41.0	27.1	40.2	16.2	33.5	10.4	13.2	7.3	10.4	44.7	30.4	11.6	0.4	N
chr21:33244411-33244911	chr21:31872098-31872598	12.2	6.5	0.9	6.7	6.1	20.3	7.1	9.9	24.7	7.1	6.3	10.4	2.7	4.1	0.9	24.7	9.3	6.6	0.7	N
chr21:33785415-33785915	chr21:32413107-32413607	46.3	11.6	8.6	20.4	50.3	24.7	11.1	11.5	25.5	11.1	34.1	30.1	16.7	4.7	8.6	50.3	23.2	13.7	0.6	N
chr21:33942148-33942648	chr21:32569838-32570338	7.9	20.8	11.3	14.0	7.2	24.3	19.9	29.2	18.6	16.0	10.4	27.7	18.4	2.4	7.2	29.2	17.4	7.1	0.4	N
chr21:34144954-34145454	chr21:32772643-32773143	44.6	35.6	25.7	39.9	30.4	42.2	39.8	37.8	57.6	40.5	21.5	24.3	18.5	13.8	18.5	57.6	35.3	10.9	0.3	N
chr21:34401663-34402163	chr21:33029355-33029855	20.3	13.5	15.7	13.9	7.5	8.9	14.5	18.0	5.0	11.9	43.2	27.6	15.8	31.3	5.0	43.2	16.6	9.9	0.6	N
chr21:34405578-34406078	chr21:33033270-33033770	11.1	16.7	16.6	14.2	7.4	10.3	20.6	37.8	8.0	21.1	82.2	35.7	15.6	13.2	7.4	82.2	22.9	20.2	0.9	N
chr21:34638016-34638516	chr21:33265711-33266211	15.8	12.8	4.5	10.9	8.7	12.2	12.3	9.7	27.1	26.9	18.7	0.7	0.8	3.0	0.7	27.1	12.4	8.3	0.7	N
chr21:34774438-34774938	chr21:33402132-33402632	62.3	54.2	80.1	72.4	84.3	58.2	48.3	43.8	63.7	56.1	73.0	49.6	2.4	25.5	2.4	84.3	57.6	20.7	0.4	N
chr21:34863145-34863645	chr21:33490838-33491338	14.7	25.9	12.2	27.4	10.3	28.1	27.8	25.6	28.7	12.6	32.4	35.7	16.8	9.9	10.3	35.7	22.9	8.4	0.4	N
chr21:35446588-35447088	chr21:34074288-34074788	11.1	21.8	3.2	9.3	7.5	15.6	11.8	29.9	17.5	8.5	10.1	24.5	42.2	3.5	3.2	42.2	16.4	10.8	0.7	N
chr21:35831698-35832198	chr21:34459400-34459900	31.8	18.3	16.6	10.7	11.2	8.0	13.4	15.4	11.7	8.9	26.0	23.1	19.0	2.5	8.0	31.8	16.5	7.1	0.4	N
chr21:36041306-36041806	chr21:34669007-34669507	8.6	12.6	65.0	14.4	41.5	10.0	39.9	8.2	4.3	7.4	13.6	9.4	11.5	5.0	4.3	65.0	18.9	18.1	1.0	N
chr21:36263453-36263953	chr21:34891156-34891656	12.5	19.1	11.2	12.5	6.7	11.1	15.8	24.1	6.1	8.2	76.3	35.3	4.0	1.0	4.0	76.3	18.7	19.3	1.0	N
chr21:36398961-36399461	chr21:35026664-35027164	58.5	9.8	24.9	13.3	55.6	13.8	33.7	4.2	5.0	10.1	0.2	0.0	0.5	6.4	0.0	58.5	17.7	20.1	1.1	N
chr21:37527706-37528206	chr21:36155408-36155908	60.6	47.6	16.2	39.9	17.4	47.5	48.1	60.8	49.0	46.4	64.4	59.6	53.9	19.5	16.2	64.4	47.0	15.2	0.3	N
chr21:38073680-38074180	chr21:36701380-36701880	9.1	5.8	1.3	2.7	13.4	18.1	4.1	4.2	5.7	26.4	2.6	3.2	2.1	8.2	1.3	26.4	7.6	7.5	1.0	N
chr21:38352357-38352857	chr21:36980057-36980557	27.3	23.2	20.8	30.3	15.3	18.5	21.3	27.1	13.2	20.2	61.6	27.7	34.3	52.3	13.2	61.6	26.2	12.2	0.5	N
chr21:38362516-38363016	chr21:36990216-36990716	9.2	22.4	15.9	22.4	19.0	18.1	19.6	37.6	18.4	9.4	24.8	21.3	23.1	7.4	9.2	37.6	20.1	7.1	0.4	N
chr21:38592488-38592988	chr21:37220187-37220687	38.8	22.2	43.4	30.8	37.4	26.9	18.9	19.7	25.5	10.8	18.5	19.1	11.7	19.6	10.8	43.4	24.9	10.2	0.4	N
chr21:38629553-38630053	chr21:37257252-37257752	3.0	22.4	14.6	8.9	50.2	4.7	46.3	5.9	23.6	40.6	36.5	3.1	6.1	71.6	3.0	50.2	20.5	17.5	0.9	N
chr21:40176503-40177003	chr21:38804579-38805079	58.8	46.6	7.2	41.1	52.0	52.7	49.6	49.7	72.6	52.7	52.7	35.3	22.0	43.7	7.2	72.6	45.6	16.6	0.4	N
chr21:40192645-40193145	chr21:38820721-38821221	32.0	45.6	16.5	57.7	87.5	88.5	76.7	62.7	74.7	86.6	94.7	86.0	43.7	48.5	16.5	94.7	65.6	24.8	0.4	N
chr21:40721686-40722186	chr21:39349760-39350260	57.7	26.0	10.8	45.5	11.4	41.3	35.5	32.1	54.1	47.2	12.5	21.0	21.7	10.3	10.8	57.7	32.1	16.3	0.5	N
chr21:40760103-40760603	chr21:39388177-39388677	19.8	28.0	24.7	21.3	14.7	25.5	22.0	29.1	34.9	28.4	20.4	40.9	22.3	28.7	14.7	40.9	25.5	6.9	0.3	N
chr21:42218990-42219490	chr21:40847064-40847564	20.0	26.0	36.3	24.4	13.8	21.6	21.8	35.6	23.7	4.3	31.1	36.9	39.1	36.8	4.3	39.1	25.7	10.1	0.4	N
chr21:42688247-42688747	chr21:41316320-41316820	15.0	9.9	3.7	10.6	3.2	17.3	10.1	12.3	10.9	15.3	24.7	28.7	13.1	7.6	3.2	28.7	13.4	7.2	0.5	N
chr21:43197914-43198414	chr21:41777754-41778254	41.3	50.9	33.2	59.1	40.6	48.1	25.8	53.5	38.7	23.4	57.9	54.3	55.0	13.9	23.4	59.1	44.8	11.9	0.3	N
chr21:43372636-43373136	chr21:41952527-41953027	58.0	39.7	66.4	64.8	66.9	21.2	62.0	34.0	52.3	75.8	75.7	61.5	54.7	75.2	21.2	75.8	56.4	16.1	0.3	N
chr21:43655347-43655847	chr21:42235237-42235737	69.1	58.2	50.5	66.1	42.4	45.8	58.4	60.4	36.7	28.5	83.1	76.1	68.6	31.5	28.5	83.1	57.2	15.9	0.3	N
chr21:44010976-44011476	chr21:42590866-42591366	80.9	58.2	86.0	68.7	72.2	57.6	74.4	46.8	67.9	80.5	16.9	16.7	3.3	30.9	3.3	86.0	56.2	27.3	0.5	N
chr21:44036777-44037277	chr21:42616667-42617167	32.8	42.8	23.8	43.9	22.0	57.8	34.3	27.2	39.5	23.8	31.5	32.5	52.0	22.9	22.0	57.8	35.7	11.1	0.3	N
chr21:44088323-44088823	chr21:42668213-42668713	92.4	84.8	90.7	72.9	82.0	68.6	75.3	48.9	75.2	86.8	86.0	18.3	83.5	69.1	18.3	92.4	74.3	20.3	0.3	N
chr21:44103738-44104238	chr21:42683628-42684128	86.1	83.9	87.8	77.9	71.2	85.6	85.6	77.9	87.6	89.1	30.2	36.5	57.3	45.5	30.2	89.1	73.6	19.9	0.3	N
chr21:44593113-44593613	chr21:43173003-43173503	16.6	21.8	8.3	9.5	10.7	32.8	12.1	6.6	13.4	51.3	15.1	15.8	2.8	15.0	2.8	51.3	16.7	12.8	0.8	N
chr21:44781749-44782249	chr21:43361869-43362369	61.3	34.2	62.0	42.8	57.1	54.3	13.1	25.6	13.2	54.9	23.8	15.2	23.8	6.6	13.1	62.0	37.0	19.1	0.5	N
chr21:44818895-44819395	chr21:43399015-43399515	78.3	69.4	86.5	71.9	87.1	78.2	85.0	58.6	89.8	82.5	35.3	1.3	12.5	84.7	1.3	89.8	64.3	29.5	0.5	N
chr21:44876104-44876604	chr21:43456224-43456724	71.3	63.6	67.8	72.4	83.8	80.5	73.5	57.3	52.7	79.7	39.8	27.1	42.4	73.0	27.1	83.8	62.5	17.5	0.3	N
chr21:45148455-45148955	chr21:43728574-43729074	0.6	1.8	74.2	0.8	41.7	0.3	0.4	0.4	0.4	0.7	0.9	1.4	0.5	18.1	0.3	74.2	9.5	22.5	2.4	N
chr21:45246252-45246752	chr21:43826371-43826871	37.5	58.1	30.8	50.4	14.3	69.5	64.4	65.3	37.6	52.2	81.4	71.6	82.8	39.6	14.3	82.8	55.1	20.5	0.4	N
chr21:45395393-45395893	chr21:43975512-43976012	34.1	34.5	19.3	27.1	33.2	26.2	27.2	31.3	24.6	8.3	31.4	46.0	27.3	17.3	8.3	46.0	28.5	8.8	0.3	N
chr21:45574952-45575452	chr21:44155069-44155569	84.9	75.0	38.5	59.8	84.6	82.0	40.6	70.1	71.3	65.3	12.4	4.7	75.8	29.2	4.7	84.9	58.9	26.7	0.5	N
chr21:45580947-45581447	chr21:44161064-44161564	87.9	69.3	45.2	69.7	80.8	69.6	48.6	66.1	68.3	23.2	76.9	35.0	64.0	42.8	23.2	87.9	61.9	18.7	0.3	N
chr21:45662703-45663203	chr21:44242820-44243320	22.6	17.6	5.6	15.2	14.1	17.2	23.5	24.8	26.4	19.2	28.8	8.6	10.1	19.9	5.6	28.8	18.0	7.2	0.4	N
chr21:45790091-45790591	chr21:44370208-44370708	59.6	52.9	14.7	50.4	19.5	33.5	32.7	59.9	46.4	45.5	89.0	86.2	59.3	19.8	14.7	89.0	50.0	22.2	0.4	N
chr21:45925532-45926032	chr21:44505649-44506149	71.4	78.9	18.9	65.1	45.0	78.6	72.5	78.0	79.3	39.0	84.9	89.8	94.9	69.3	18.9	94.9	69.0	21.9	0.3	N
chr21:46125891-46126391	chr21:44705976-44706476	16.1	24.6	38.9	11.3	19.1	7.9	35.8	10.0	8.0	7.5	19.0	24.0	11.2	68.2	7.5	38.9	18.0	10.4	0.6	Y
chr21:46294210-46294710	chr21:44874295-44874795	3.2	1.9	12.1	2.8	25.9	22.4	2.9	4.6	12.0	21.8	1.1	0.9	0.7	5.6	0.7	25.9	8.6	9.2	1.1	N
chr21:46378279-46378779	chr21:44958364-44958864	77.7	80.2	87.4	69.1	86.2	65.9	46.8	49.4	18.3	65.8	91.9	92.3	91.1	25.6	18.3	92.3	70.9	22.0	0.3	N
chr21:46706692-46707192	chr21:45286777-45287277	29.5	15.5	40.4	14.1	6.5	7.7	14.3	29.4	11.0	3.2	34.2	28.2	18.1	15.6	3.2	40.4	19.4	11.7	0.6	N
chr21:46714485-46714985	chr21:45294570-45295070	65.0	19.9	39.5	38.9	35.7	11.1	57.0	25.1	24.8	55.0	73.9	53.4	47.3	15.3	11.1	73.9	42.1	18.7	0.4	N
