target	hg38	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Blood-NK	chr12:47940875-47941278	U	0.011	0	0.007	0.023	0.059	0.648	0.046	0	0	0	0	0.029	0	0.002	0	0.221	0	0	0.003	0.012	0.009	0.02	0	0	0	0	0.005	0	0	0.014	0	0	0	0	0	0	0	0	0.008	0
Heart-Cardio	chr12:48771724-48771891	U	0	0.007	0.004	0	0	0.081	0.017	0	0	0	0.002	0	0	0.002	0	0.155	0	0	0	0.002	0.903	0	0	0	0.013	0.004	0.004	0.005	0.005	0	0	0	0	0.005	0.25	0	0	0	0	0
Heart-Cardio	chr12:48778092-48778179	U	0.009	0	0	0	0	0	0.002	0	0.009	0.018	0	0.026	0	0.002	0.029	0.089	0	0	0.008	0.007	0.973	0.017	0.004	0.004	0.006	0.007	0.009	0	0	0	0	0.013	0.028	0.009	0	0.007	0.051	0.012	0.02	0
Colon-Ep	chr12:48792971-48793017	U	0	0.008	0	0	0.01	0	0	0	0	0	0.973	0.021	0	0	0	0.073	0	0	0.153	0.012	0	0	0.04	0	0	0.071	0.004	0	0.222	0	0	0	0	0	0	0	0	0.304	0	0
Neuron	chr12:48819525-48820175	U	0	0	0	0	0.005	0	0	0	0	0	0	0.042	0.067	0	0	0.061	0	0.1	0	0	0	0.016	0	0	0	0	0.647	0	0.023	0	0	0.026	0	0	0	0	0	0	0.024	0
Blood-B	chr12:49160729-49161337	U	0	0	0.961	0	0.023	0	0.003	0	0	0	0.013	0.222	0	0.019	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0
Skeletal-Musc	chr12:49283239-49283609	U	0.047	0	0	0.274	0.037	0	0.012	0.25	0	0	0	0.026	0.176	0.014	0	0.163	0.049	0.375	0.005	0.037	0	0.021	0.006	0.023	0.099	0.044	0	0	0	0.014	0	0	0	0.019	0	0	0.655	0	0.026	0.085
Gallbladder	chr12:49348962-49349414	U	0	0	0.006	0	0.002	0	0.001	0	0	0	0	0	0	0.001	0	0.074	0	0.848	0.006	0.002	0	0.013	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallbladder	chr12:49515745-49516293	U	0.005	0.006	0	0.005	0.01	0.005	0.002	0	0.005	0.016	0.004	0	0	0.005	0	0.066	0	0.969	0.003	0.005	0	0	0.02	0	0.004	0.004	0	0	0	0.003	0.011	0	0.012	0.005	0	0	0.016	0.003	0.016	0.005
Endothel	chr12:49646901-49646997	U	0.407	0.012	0.007	0	0.011	0	0.002	0.133	0.092	0.012	0	0.066	0.091	0.63	0	0.008	0	0	0	0.007	0.023	0.035	0.004	0.013	0	0	0.009	0	0	0.022	0	0.015	0	0.009	0	0.03	0.081	0	0.013	0
Endothel	chr12:49647464-49647783	U	0.344	0.006	0	0.008	0.019	0.009	0.001	0	0.209	0.014	0	0.033	0.094	0.671	0.026	0.025	0.736	0	0.058	0.012	0.026	0.039	0.018	0.024	0.009	0.051	0.038	0.013	0.305	0	0.008	0.012	0	0	0	0.03	0.17	0	0.047	0.029
Small-Int-Ep	chr12:50192190-50192711	U	0	0	0	0	0	0	0	0	0	0	0.185	0	0	0	0	0.125	0	0	0.005	0	0.018	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0.98	0.01	0
Gallbladder	chr12:50561563-50561876	U	0	0	0	0	0.003	0	0	0	0	0	0.005	0	0	0	0.032	0.158	0	0.844	0	0.007	0	0	0.011	0.005	0	0.009	0.023	0.054	0	0.033	0.012	0	0	0.105	0	0	0	0.006	0.025	0
Ovary-Ep	chr12:51013364-51013452	U	0	0.313	0	0.01	0.021	0	0.007	0	0	0.038	0.008	0	0	0.007	0.37	0	0.488	0	0.01	0.041	0.008	0	0.169	0.004	0.019	0.055	0.006	0	0.872	0	0.026	0	0.013	0	0	0.123	0.5	0.017	0.006	0
Eryth-prog	chr12:51016893-51017440	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Breast-Basal-Ep	chr12:51204323-51204745	U	0.081	0	0	0	0	0	0.002	0	0.838	0.043	0	0	0	0.012	0	0.16	0	0	0	0	0	0.018	0.043	0	0	0.009	0.031	0	0.009	0.018	0	0	0	0.018	0	0	0	0.016	0.019	0
Pancreas-Acinar	chr12:51355688-51355928	U	0	0	0	0	0	0	0	0	0	0	0.004	0.012	0	0.003	0	0.06	0	0	0	0.01	0	0.056	0	0.009	0.013	0	0	0	0	0.923	0.029	0.048	0	0.038	0	0	0.049	0	0.061	0
Blood-B	chr12:51357306-51357402	U	0	0	0.839	0.01	0.025	0	0.043	0	0	0	0	0.255	0	0.018	0.027	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heart-Fibro	chr12:51418243-51418935	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fallopian-Ep	chr12:51450902-51451046	U	0.015	0.029	0	0	0	0	0.003	0	0.108	0.008	0	0	0.182	0.028	0	0.04	0.891	0	0.002	0.004	0.007	0.017	0.085	0.004	0	0	0.067	0	0.127	0	0	0.009	0	0	0	0	0.088	0	0.09	0.267
Skeletal-Musc	chr12:51482579-51482670	U	0.113	0.013	0.008	0	0	0	0	0.042	0	0	0	0.014	0.115	0.056	0	0.119	0	0	0	0.023	0.133	0.069	0	0	0.012	0	0.028	0	0.009	0	0.011	0	0	0	0	0	0.639	0.007	0.05	0
Dermal-Fibro	chr12:51549814-51549937	U	0.431	0	0	0	0	0	0	0.1	0	0	0	0.145	0.939	0.095	0	0.124	0	0	0.019	0.014	0	0.04	0.01	0	0	0	0.027	0.018	0.012	0.008	0.012	0.05	0.012	0	0	0	0.506	0.007	0.175	0
Lung-Ep-Bron	chr12:51677854-51678098	U	0.07	0.13	0.024	0.05	0.042	0.012	0.005	0.118	0.216	0.254	0.02	0.082	0.093	0.015	0.111	0.165	0	0	0.05	0.061	0.021	0.2	0.058	0.203	0.066	0.88	0.02	0.27	0.065	0.633	0.04	0.091	0.014	0.009	0.091	0.083	0.061	0.083	0.045	0
Endothel	chr12:51908186-51908797	U	NA	0	NA	0	NA	NA	0	0	NA	NA	0	0	NA	0.667	NA	0	NA	0	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
Blood-Mono+Macro	chr12:52531773-52531818	U	0.048	0.014	0.321	0.526	0.825	0.024	0.14	0	0	0	0	0.253	0	0.013	0	0.39	0	0	0	0.027	0.022	0.046	0	0.016	0	0	0.022	0.007	0	0.008	0	0	0	0	0.222	0	0.104	0	0.055	0
Head-Neck-Ep	chr12:52857566-52857968	U	0	0.006	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.101	0.009	0	0	0.918	0	0	0	0	0	0.095	0	0	0.007	0	0.01	0.022	0.014	0	0	0	0	0	0.005	0
Smooth-Musc	chr12:53064681-53065057	U	0.459	0.016	0	0	0.012	0	0	0	0	0	0	0.143	0.643	0.207	0	0.211	0.027	0	0.012	0.014	0.01	0.284	0.015	0	0	0.022	0.015	0.012	0	0.012	0	0	0	0	0	0.011	0.143	0	0.556	0
Liver-Hep	chr12:53170333-53170790	U	0	0	0	0	0.002	0	0	0	0.09	0	0	0.011	0.031	0.001	0	0.122	0	0	0.004	0	0	0.008	0.006	0.969	0	0	0	0	0.007	0	0	0.025	0	0	0	0	0	0	0.005	0
Eryth-prog	chr12:53309638-53310039	U	0.051	0.01	0.023	0.116	0.008	0	0.002	0.048	0.065	0.017	0	0	0	0.017	0.069	1	0	0	0.025	0.054	0.01	0.091	0.012	0	0.009	0.01	0	0.015	0	0.052	0.016	0.029	0.06	0	0	0.027	0.05	0.026	0.064	0
Eryth-prog	chr12:53310285-53310387	U	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.003	0	0.978	0	0	0.005	0.002	0	0.027	0.007	0	0	0.012	0.003	0	0	0	0.025	0	0	0	0	0	0	0.014	0.013	0
Blood-NK	chr12:53368739-53368828	U	0	0.191	0.034	0	0.045	0.95	0.068	0.024	0	0	0	0.012	0.031	0.001	0.036	0.015	0.009	0	0.004	0.253	0	0.012	0.006	0	0	0.029	0	0	0.021	0	0	0.022	0	0	0	0.006	0.016	0	0	0.236
Skeletal-Musc	chr12:53460334-53460475	U	0.179	0.009	0	0	0	0	0	0.27	0.054	0.011	0	0.111	0.2	0.131	0.031	0.024	0.047	0	0.041	0.026	0.358	0.107	0.07	0.037	0.007	0.083	0.249	0.029	0.021	0.028	0.02	0.127	0.067	0.023	0	0.014	0.608	0	0.23	0
Ovary-Ep	chr12:53504722-53504854	U	0.009	0	0	0	0.002	0	0.039	0.038	0.075	0.029	0	0	0.031	0.012	0	0.084	0.99	0	0.01	0.011	0.007	0.036	0.092	0	0.011	0.008	0.257	0.043	1	0.013	0.011	0	0	0	0	0.007	0.195	0	0.05	0.012
Bladder-Ep	chr12:55167294-55167512	U	0	0.736	0	0.005	0	0	0.004	0	0	0	0.308	0	0.015	0.003	0	0.099	0.016	0	0.225	0.036	0	0.055	0.007	0	0	0.004	0	0	0	0.021	0.005	0	0	0	0	0.255	0	0.108	0.125	0
Blood-T	chr12:55928777-55929026	U	0	0.027	0.373	0.016	0.046	0.067	0.871	0	0	0	0.032	0.362	0	0.022	0.167	0	0	0	0.005	0.039	0.015	0	0	0	0	0	0.014	0.04	0	0	0	0	0	0	0	0	0.034	0	0.013	0
Blood-Granul	chr12:55978221-55979057	U	0.004	0.011	0	0.393	0.027	0.009	0.001	0.014	0.007	0	0.002	0.005	0	0.001	0	0.013	0	0	0.001	0.002	0	0	0.001	0.007	0	0	0.009	0.009	0	0.002	0.008	0	0	0	0	0	0.057	0.004	0	0
Skeletal-Musc	chr12:56260656-56260849	U	0.007	0.012	0	0	0.003	0	0.002	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706	0	0	0
Blood-B	chr12:56375437-56375792	U	0	0	1	0	0	0	0.111	0	0	0	0	0.2	0	0.034	0	0	0	0	0	0.048	0	0.143	0.143	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Blood-B	chr12:56378549-56378909	U	0	0.004	0.613	0	0.022	0.016	0.001	0	0	0	0.006	0.103	0	0.01	0	0.01	0	0	0	0.009	0.005	0.006	0.021	0.003	0	0	0.004	0	0	0	0.009	0	0.008	0	0	0	0	0	0.017	0.008
Gallbladder	chr12:56447620-56447968	U	NA	0	NA	0	0.083	0	0	NA	NA	0	0	0	NA	0	NA	0	0	NA	0	0	0	0	0	0.2	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA
Liver-Hep	chr12:56479783-56479865	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.107	0	0	0	0	0	0	0.003	0.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liver-Hep	chr12:56765392-56765583	U	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296	0	0	0	0	0	0	0	0.962	0.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0
Kidney-Ep	chr12:56817428-56817704	U	0	0	0	0	0.001	0.005	0	0	0	0	0	0	0	0.008	0	0.045	0	0	0	0.002	0	0.012	0.628	0	0	0	0	0	0.005	0.004	0	0.005	0	0	0	0	0	0	0.007	0
Pancreas-Delta	chr12:57029577-57029770	U	0.017	0	0	0	0	0	0.005	0.111	0	0	0.12	0.024	0	0.005	0	0.163	0	0	0.008	0	0	0.038	0	0	0	0	0.005	0	0	0.088	0.115	0.775	0.931	0.011	0	0.01	0	0.133	0.009	0
Skeletal-Musc	chr12:57250164-57250535	U	0.012	0	0	0.006	0.005	0	0.002	0	0.008	0	0.003	0.01	0	0.003	0	0.115	0	0	0.002	0	0	0.007	0.005	0	0	0.005	0	0	0	0.01	0.013	0.009	0	0	0	0	0.619	0	0.013	0
Skeletal-Musc	chr12:57250642-57250997	U	0.355	0.098	0	0	0	0	0.006	0.294	0	0	0	0.25	0.333	0.067	0.1	0.19	0	0	0.008	0.024	0.081	0.204	0.06	0.034	0.05	0.029	0.09	0	0	0.02	0	0	0	0	0	0	0.667	0	0.235	0
Blood-B	chr12:57287963-57288284	U	0.022	0	0.799	0	0.01	0	0	0	0.014	0	0	0.081	0	0.011	0	0.069	0	0	0	0.002	0	0	0	0	0	0	0.002	0.006	0.007	0	0	0	0	0	0	0	0.011	0	0	0
Megakaryocytes	chr12:57343251-57343491	U	0	0	0.007	0	0	0	0.001	0	0	0	0	0	0	0	0.019	0.044	0	0	0.001	0	0	0.009	0	0	0	0	0.002	0.004	0	0	0	0	0.006	0	0.545	0	0	0	0	0
Blood-Granul	chr12:57500277-57500514	U	0	0.005	0	0.948	0.01	0	0.002	0	0	0	0.009	0	0	0	0	0.005	0	0	0.004	0	0.011	0	0	0.003	0.004	0	0.002	0.005	0.013	0.005	0.008	0	0	0	0.083	0	0.066	0	0	0
Pancreas-Acinar	chr12:57514412-57514791	U	0	0	0	0	0	0	0	0.031	0	0	0.004	0	0	0.003	0	0.049	0	0	0	0	0.006	0	0	0	0	0	0.007	0	0	0.893	0.01	0	0	0	0	0	0	0	0	0
Neuron	chr12:57550724-57551254	U	0.267	0.141	0	0	0.013	0	0	0.357	0.163	0.018	0.009	0.053	0	0.162	0	0	0.034	0.091	0.181	0.035	0.342	0.226	0.017	0.179	0.014	0.037	0.97	0.25	0.024	0.027	0.712	0.362	0.302	0.043	NA	0.121	0.023	0	0.169	0
Pancreas-Alpha	chr12:58507318-58507727	U	NA	0	0	NA	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	1	NA	NA	0	0	0	NA	0	NA	NA	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA
Ovary-Ep	chr12:59990831-59990949	U	0.007	0	0	0	0.011	0	0.005	0.08	0.013	0	0	0.05	0	0.008	0.042	0.107	0.283	0	0.002	0.005	0.005	0.039	0.003	0.011	0.008	0.024	0.004	0.004	0.851	0.004	0	0	0.01	0	0	0.005	0.009	0	0.039	0
Bone-Osteob	chr12:60271422-60271827	U	0	0	0.007	0.021	0.003	0.011	0.002	0.906	0.013	0	0.018	0.06	0.053	0.011	0.107	0.216	0	0	0	0.057	0	0.092	0.035	0.005	0	0	0.003	0	0.021	0.007	0	0	0	0	0	0.109	0	0.014	0.017	0
Kidney-Ep	chr12:63853209-63853696	U	0	0	0.024	0	0.003	0	0.002	0	0	0	0.006	0.018	0	0.007	0	0.131	0.014	0	0	0.01	0	0	0.626	0	0	0	0	0	0.014	0	0	0	0	0	0	0.012	0	0	0.008	0
Thyroid-Ep	chr12:64016449-64016726	U	0	0	0.231	0	0	0	0.013	0	0	0	0	0	0	0	0	0.154	0	0	0.083	0	0	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Blood-B	chr12:64613820-64613993	U	0	0	0.995	0.016	0.029	0.011	0.01	0	0.008	0	0.003	0.177	0	0.027	0	0.054	0	0.022	0.002	0	0	0	0.003	0	0	0	0.005	0	0.006	0	0	0	0	0	0	0	0.031	0	0.006	0
Heart-Cardio	chr12:64682284-64682424	U	0	0	0.005	0	0.002	0	0	0	0	0	0.003	0	0	0.002	0	0.044	0	0	0	0.003	0.955	0.028	0	0.04	0	0	0	0	0	0.021	0.008	0.017	0.017	0	0	0	0	0	0.008	0
Blood-Granul	chr12:64702241-64702499	U	0	0.011	0	0.988	0.019	0	0.003	0	0	0	0	0	0	0.003	0.059	0.208	0	0	0.004	0.016	0	0.012	0	0.015	0	0	0.005	0	0	0	0	0	0	0	0	0	0.189	0	0.009	0
Dermal-Fibro	chr12:65470465-65470587	U	0.442	0.038	0.007	0.063	0.048	0.024	0.013	0.278	0.07	0.011	0.013	0.286	0.719	0.073	0.027	0.244	0	0	0	0.011	0.008	0.01	0	0.013	0	0	0.003	0	0.021	0.042	0.043	0	0.024	0	0	0.041	0.106	0.014	0.068	0
Head-Neck-Ep	chr12:65586793-65587365	U	0	0.4	0	0	0	0	0	NA	0	NA	0	0	NA	0	0	0	NA	NA	0	1	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.143	0	0	NA	0
Bladder-Ep	chr12:65854308-65854485	U	0	0.634	0	0	0	0	0.006	0	0	0	0	0.04	0	0.004	0	0.021	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0.064	0.064	0	0	0	0	0.105	0	0	0	0
Blood-NK	chr12:65921746-65922311	U	0.016	0	0.082	0	0.022	0.815	0.17	0	0	0	0	0	0	0.002	0	0.014	0	0	0	0.004	0	0.014	0	0	0	0	0	0	0.014	0	0	0	0	0	0.2	0	0	0	0	0
Blood-Mono+Macro	chr12:66379530-66379999	U	0	0.033	0.214	0.222	0.939	0.077	0	0	0	0	0	0	0	0.009	0	0.235	0	0	0	0.016	0	0.1	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0	0.062	0
Blood-T	chr12:66394299-66394449	U	0.194	0.033	0.04	0	0.064	0.073	0.953	0.595	0	0	0.004	0.228	0.222	0.116	0.167	0.305	0	0	0.018	0.01	0.008	0.049	0.06	0.074	0.006	0.026	0.063	0.194	0	0.029	0.081	0.043	0.011	0.038	0	0.008	0.432	0.007	0.084	0.013
Eryth-prog	chr12:68391699-68393145	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Blood-T	chr12:68891759-68891894	U	0.08	0	0.106	0	0.035	0.078	0.822	0	0	0.012	0.004	0.134	0.147	0.02	0	0.12	0	0	0.003	0.006	0	0.016	0.004	0	0.07	0	0.01	0	0.087	0.008	0	0.013	0	0	0	0	0.029	0	0.031	0.03
Megakaryocytes	chr12:69120126-69120451	U	0	0	0	0	0.033	0	0	0	0	0	0	0.167	0.125	0.17	0	0.474	0	0	0.013	0	0.045	0	0.017	0	0	0.034	0	0	0	0	0	0	0	0	1	0.065	0.056	0	0.097	0
Breast-Basal-Ep	chr12:69490122-69491348	U	0	0	0	0	0	0	0	0	0.848	0.269	0	0	0	0	0	0	0	0	0	0.01	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0
Lung-Ep-Bron	chr12:69974031-69974460	U	0	0.059	0	0	0	0.05	0.006	0.154	0	0	0.026	0	0	0	0	0.071	0	0	0.033	0.174	0.024	0.031	0	0.255	0.5	0.962	0	0.044	0.115	0.426	0.056	0	0.115	0.03	0	0.316	0	0	0.079	0.12
Bone-Osteob	chr12:71222276-71222693	U	0	0.138	0	0	0	0	0	1	0	0	0	0.125	0	0.015	0.083	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242	0.062	0	0.067	0
Small-Int-Ep	chr12:71660849-71661522	U	0.004	0	0.008	0	0.004	0	0.001	0	0	0	0.12	0	0	0.003	0	0.004	0	0	0.001	0.003	0	0	0	0.002	0.002	0	0	0	0	0	0.004	0.005	0	0	0	0	0	0.756	0.005	0.005
Prostate-Ep	chr12:72931710-72931870	U	0	0.613	0.012	0.008	0	0.011	0.006	0.071	0	0	0.004	0.027	0	0.014	0	0.105	0	0.061	0.013	0.07	0	0.047	0.004	0.005	0	0.008	0.006	0.015	0.009	0.007	0.031	0.027	0	0	0	0.566	0	0.006	0.133	0
Fallopian-Ep	chr12:75309078-75309392	U	0	0	0.006	0	0	0	0.004	0	0	0	0	0	0	0.001	0.024	0.089	0.716	0	0.004	0.008	0	0.013	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0.011	0.005	0.011	0
Pancreas-Duct	chr12:76355973-76356661	U	NA	0	0	0	0	0	0	0	0	0	0	0.375	0	0.07	0	0.2	0	NA	0	0.1	0	0	0.417	0	0	0.667	0.125	0	0	0.167	0	0	0	1	NA	0	0	0	0.125	0
Breast-Luminal-Ep	chr12:76443029-76443849	U	0	0.118	0	0	0	0	0	0	0.443	0.679	0	0	0.062	0	0	0.026	0.011	0	0	0.004	0	0	0.017	0	0	0	0.008	0.011	0.057	0	0.016	0	0.015	0	0	0.191	0	0.007	0.009	0
Blood-Granul	chr12:76541049-76541351	U	0	0	0	0.92	0.032	0	0.005	0	0	0	0	0.024	0	0	0	0.049	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0.14	0	0.01	0.055
Head-Neck-Ep	chr12:76898927-76899115	U	0	0	0.016	0	0.002	0	0.012	0	0.113	0.041	0.003	0.01	0	0.002	0.056	0.123	0	0	0.005	0.838	0	0.006	0	0	0	0.033	0	0	0	0	0.006	0	0	0	0	0	0	0	0.019	0.008
Gastric-Ep	chr12:77231068-77231131	U	0.009	0.043	0	0	0.005	0	0.002	0	0	0.013	0.076	0.012	0.038	0.01	0	0.115	0.021	0.043	0.984	0.016	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012
Colon-Ep	chr12:77243247-77243631	U	0	0	0.08	0	0.025	0.08	0.052	0	0	0	0.955	0.118	0	0	0	0.556	0	0	0	0	0	0	0	0.042	0.091	0	0.01	0	0.019	0.292	0	0	0	0	0	0	0	0.051	0.102	0
Colon-Ep	chr12:77244000-77244106	U	0	0.006	0	0	0.01	0	0.001	0	0.009	0.333	0.964	0.056	0	0	0	0.092	0	0	0.003	0	0	0	0	0	0	0	0	0	0.008	0	0.01	0	0	0	0	0	0	0	0	0
Colon-Ep	chr12:77368264-77368479	U	0	0	0	0	0.012	0	0.014	0	0	0	0.953	0	0	0	0	0.138	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0
Gastric-Ep	chr12:79659035-79659273	U	0	0	0	0	0.002	0	0.004	0	0	0	0	0	0	0.001	0	0.122	0	0	0.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0.004	0
Skeletal-Musc	chr12:80709381-80709929	U	0	0	0.087	0.143	0.13	0	0.135	0	0	0	0.045	0.188	0	0.071	0	0.4	0	0	0.022	0.015	0	0	0.019	0	0	0	0	0	0.042	0.364	0.071	0.176	0	0.235	0	0	0.5	0.091	0.043	0
Fallopian-Ep	chr12:83221569-83221689	U	0	0.035	0.019	0.415	0.019	0.021	0.011	0.14	0.252	0.073	0.008	0.07	0.031	0.024	0.03	0.296	0.991	0	0.003	0.071	0.007	0.132	0.011	0.039	0.041	0.018	0.197	0.008	0.135	0.012	0	0	0	0.023	0.25	0	0.061	0.005	0.181	0.021
Lung-Ep-Bron	chr12:86857239-86858026	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0.027	0	0	0.077	0	0	0.25	0.562	0	0	0	0.067	0	0	0	0	0	0	0	0	0.048	0
Breast-Luminal-Ep	chr12:88757491-88758557	U	0	0	0.083	0.1	0.028	0.077	0.071	0.286	0.438	0.538	0	0	0	0	0.5	0.231	0	0	0.015	0.086	0	0	0.123	0	0	0.5	0	0	0.062	0	0.12	0	0.083	0	0	0	0.167	0	0	0
Fallopian-Ep	chr12:89217034-89217464	U	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	0.05	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
Gallbladder	chr12:89329307-89330138	U	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	0.5	0	1	0	0	0	0	0	0	NA	NA	1	0	NA	0.167	0	NA	NA	0	0	0	NA	0	0	0
Colon-Ep	chr12:89378372-89378615	U	0	0	0	0	0.003	0	0	0	0	0	0.831	0.014	0	0.002	0	0.049	0	0	0	0	0	0.011	0	0	0.006	0	0.035	0	0.049	0	0	0	0	0	0	0.008	0	0	0	0.012
Heart-Cardio	chr12:89421571-89421865	U	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0.009	0	0.05	0	0	0	0.007	0.958	0.019	0	0	0	0	0.061	0	0	0.008	0	0	0	0	0	0	0.042	0.007	0	0
Fallopian-Ep	chr12:92194862-92195070	U	0.006	0.008	0	0	0	0	0	0	0	0	0	0	0.043	0	0	0.085	0.528	0	0	0	0	0.004	0	0.002	0	0	0.012	0.016	0.036	0	0	0	0	0	0	0	0	0	0.03	0
Epid-Kerat	chr12:92283533-92283888	U	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0	0.857	0.389	0	0	0	0.02	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0.041	0
Breast-Luminal-Ep	chr12:92291928-92292419	U	0.167	0	0	0	0	0	0	0.5	0.077	0.273	0	0.143	0.333	0.058	0	0.353	0	0	0	0.038	0	0	0.034	0	0	0	0.034	0	0	0	0	0	0	0.071	0	0	0	0	0	0
Colon-Ep	chr12:92322653-92322759	U	0	0	0	0	0.018	0	0	0	0	0	0.973	0.051	0	0	0	0.068	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0.009	0
Pancreas-Duct	chr12:92418062-92418930	U	0.1	0	0	0	0.219	0	0	0	0	0.25	0	0	1	0.167	0	0.286	0	0	0	0.032	0.545	0	0.111	0	0	0	0	0	0	0	0	0	0	0.833	0	0	0.143	0	0	0
Small-Int-Ep	chr12:92655636-92655970	U	0	0	0	0	0	0	0	0	0	0	0.275	0.083	0.4	0	0	0.273	0	0	0.029	0	0.167	0.048	0.127	0	0	0	0	0	0	0.065	0.03	0	0.056	0	NA	0	0.083	0.976	0.027	0
Small-Int-Ep	chr12:92829663-92830067	U	0	0	0	0	0.006	0	0.002	0	0	0	0.022	0	0	0.005	0	0.045	0	0	0.004	0.003	0	0.01	0	0.005	0	0.019	0.007	0	0	0	0	0.012	0	0	0	0.008	0	0.793	0.007	0
Eryth-prog	chr12:92876491-92877069	U	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	1	0	0	0.091	0.031	0	0	0	0	0.167	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Smooth-Musc	chr12:92952633-92952733	U	0.308	0.043	0.008	0	0.011	0	0	0	0	0.089	0	0.386	0.083	0.132	0	0.125	0	0	0	0.018	0.01	0.554	0.011	0	0.058	0.067	0.031	0	0.073	0	0	0	0	0	0	0.011	0.146	0	0.758	0
Gallbladder	chr12:93389243-93389421	U	0.007	0.015	0.005	0	0.002	0	0.026	0	0	0	0.003	0.007	0	0.041	0	0	0	0.812	0	0	0.006	0	0.089	0	0	0.006	0	0.007	0	0	0	0	0.029	0	0	0	0	0	0.005	0
