target	hg19	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Fallopian-Ep	chr4:22603266-22603730	U	0	0	0	0	0	0	0.002	0	0	0	0	0.023	0	0.005	0	0.141	0.94	0.133	0	0	0	0	0.053	0	0	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0.028	0
Fallopian-Ep	chr4:22604364-22604526	U	0.007	0.005	0	0	0.004	0	0.001	0	0.008	0	0	0.009	0	0.006	0.021	0.121	0.955	0	0	0	0.007	0.026	0.011	0	0	0	0	0	0.032	0.011	0.008	0.009	0	0	0	0	0	0	0.014	0
Gastric-Ep	chr4:25304443-25304718	U	0.016	0.01	0.09	0	0	0	0	0	0	0	0	0	0	0.002	0	0.038	0.041	0	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013
Kidney-Ep	chr4:28642378-28642648	U	0	0.004	0.008	0	0.004	0.006	0.002	0	0	0	0.004	0.007	0	0.011	0	0.2	0	0	0.007	0.001	0	0.051	0.852	0.018	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0.019	0
Bladder-Ep	chr4:38568851-38569129	U	0	0.865	0	0	0.006	0	0.002	0	0	0	0	0.013	0	0.008	0	0.038	0	0	0	0	0	0.008	0.004	0	0	0.007	0	0	0.01	0.008	0	0	0	0	0	0.224	0	0	0.006	0
Gallbladder	chr4:39177876-39177989	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.08	0	1	0.007	0	0	0.01	0.005	0.006	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0
Epid-Kerat	chr4:42442067-42442601	U	0	0	0	0	0	0	0	0	0	0.143	0	0	0.125	0	1	0.15	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Breast-Luminal-Ep	chr4:48301032-48301742	U	0	0.045	0	0	0	0	0	0.045	0.131	1	0	0.034	0	0.071	0	0.125	0.029	0.077	0.017	0.043	0	0.078	0	0.008	0.043	0.052	0.007	0	0.018	0.043	0.05	0	0	0.019	0	0.056	0.031	0.014	0.162	0.036
Colon-Ep	chr4:48679336-48679573	U	0	0	0	0	0.016	0	0	0	0	0	0.978	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0.009	0
Colon-Ep	chr4:48679616-48680504	U	0	0	0	0	0.007	0	0	0	0	0	0.992	0.012	0	0	0	0.021	0	0	0	0.002	0	0.003	0	0.002	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.003	0.003	0
Head-Neck-Ep	chr4:69018630-69018725	U	0	0.01	0	0.013	0.004	0.026	0.005	0	0.025	0.017	0.007	0	0	0.005	0.053	0.16	0	0	0	0.963	0	0.02	0	0.027	0	0.169	0.004	0	0.076	0.041	0.014	0.016	0.02	0	0	0.009	0.019	0.009	0.085	0.012
Pancreas-Duct	chr4:72059033-72059669	U	0	0	0.009	0	0	0	0.002	0	0	0	0.005	0	0	0.002	0	0.127	0	0.444	0	0	0	0	0	0	0	0.011	0.006	0	0	0.023	0	0.016	0.016	0.975	0	0	0	0	0	0
Pancreas-Duct	chr4:72062706-72063597	U	0	0.009	0	0	0.006	0	0	0	0	0	0.005	0	0	0.005	0.083	0.19	0	0.182	0	0	0	0.017	0	0	0	0	0	0	0	0.026	0.01	0	0.014	0.942	0	0	0	0	0.023	0
Pancreas-Duct	chr4:72065389-72065648	U	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0.007	0.1	0.157	0	0	0.006	0	0	0.018	0	0	0	0	0	0	0	0.019	0	0	0	0.873	0	0	0	0.015	0.014	0
Pancreas-Duct	chr4:72078860-72080224	U	0	0	0	0	0.024	0	0	0	0	0	0	0.077	0	0.007	0	0.345	0	0.286	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0.235	1	0.333	0	0	0	0	0
Pancreas-Duct	chr4:72091063-72091933	U	0	0	NA	0	0.083	NA	0	NA	NA	0	0	0	0	0	NA	0.25	0	NA	0	0	0.333	0	0	0	0	0	0	0	0	0	NA	0	0	1	0	0	0	0	0	0
Pancreas-Duct	chr4:72100165-72101049	U	0.011	0.003	0.003	0.004	0.002	0	0.001	0	0	0	0	0.012	0	0.01	0	0.142	0	0.022	0	0.067	0	0.004	0	0	0.011	0.032	0.011	0	0	0.013	0	0	0	0.895	0.08	0	0.007	0	0.013	0
Pancreas-Duct	chr4:72122185-72123479	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pancreas-Duct	chr4:72151093-72151944	U	0	0	0.004	0.005	0	0	0.002	0	0	0	0	0.009	0	0.008	0	0.099	0	0	0	0	0	0.011	0	0.003	0	0	0	0	0	0.01	0	0	0	0.813	0	0	0.009	0	0.008	0
Megakaryocytes	chr4:84219356-84219552	U	0.042	0	0.129	0.046	0.126	0.056	0.005	0.053	0.015	0.024	0.008	0.021	0.1	0.01	0	0.333	0	0	0	0.004	0	0.011	0	0.008	0	0	0.005	0	0	0.032	0	0.017	0	0	1	0	0.026	0	0.037	0
Pancreas-Acinar	chr4:87911546-87912120	U	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0.002	0.022	0.017	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.975	0	0	0.017	0.045	0	0	0	0	0	0
Dermal-Fibro	chr4:88541491-88542223	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prostate-Ep	chr4:100342854-100343193	U	0	0.026	0	0	0.005	0	0.006	0	0	0	0.004	0.012	0	0	0	0.152	0	0	0.002	0	0	0.007	0	0.004	0	0	0.003	0	0	0	0	0.011	0	0	0	0.79	0	0.005	0	0
Lung-Ep-Alveo	chr4:103637380-103638408	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0	0	0	0	0	0	0	0	0.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0
Liver-Hep	chr4:110434478-110434728	U	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pancreas-Alpha	chr4:128912121-128912568	U	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0.016	0.042	0	0	0	0.001	0	0.004	0.097	0	0	0	0.012	0	0.005	0.007	0.854	0.106	0.019	0	0	0	0	0	0.003	0.005
Kidney-Ep	chr4:129735232-129735504	U	0.031	0	0	0.059	0	0	0.002	0	0	0.033	0	0	0	0	0	0.025	0	0	0.005	0	0	0	0.724	0	0.007	0	0.015	0	0	0.005	0	0	0	0.036	0	0.007	0	0	0.006	0
Smooth-Musc	chr4:141041822-141042347	U	NA	0	0	0	0	0	0	0	NA	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	1	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0.5	0
Pancreas-Alpha	chr4:147484842-147485419	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	NA	0	0	0	0.2	0	0	0	0	0	0	0.2	0	1	0	0	0	0	0	0	0	0	0
Bone-Osteob	chr4:155952978-155953145	U	0	0	0	0.013	0	0	0.002	0.708	0	0	0	0	0	0.007	0	0.072	0	0	0	0.003	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.012	0	0	0.028	0
Oligodend	chr4:159776363-159776554	U	0	0	0	0	0	0	0.002	0	0	0	0	0.048	0	0.002	0	0.09	0	0	0	0.003	0.009	0	0.065	0	0	0	0.036	0.862	0	0	0	0	0	0	0	0	0.016	0	0	0
Small-Int-Ep	chr4:178322231-178322467	U	0	0	0	0	0	0	0	0.017	0	0	0.063	0.009	0	0.006	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0.935	0	0
Oligodend	chr4:185707763-185707951	U	0.093	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0.017	0	0	0.045	0.899	0.051	0	0	0	0	0	0	0	0	0	0.008	0
Smooth-Musc	chr4:187344569-187344896	U	0.092	0	0.026	0	0.009	0.033	0.018	0.091	0	0	0	0.175	0.308	0.111	0	0.393	0	0	0.005	0.005	0.028	0.289	0	0.035	0	0	0	0	0.017	0.027	0.022	0	0	0	0	0	0	0	0.521	0
Small-Int-Ep	chr5:1368683-1368879	U	0.011	0	0	0	0	0	0	0	0	0	0.025	0	0	0.002	0	0.126	0	0	0.004	0.003	0.011	0.036	0	0	0	0	0.01	0	0	0	0.015	0	0	0	0.1	0	0.021	0.958	0.044	0.013
Blood-Granul	chr5:1475254-1475347	U	0	0	0.007	0.991	0.08	0	0	0	0	0	0	0	0	0	0	0.126	0.009	0	0	0	0.008	0	0.003	0.004	0.006	0	0.003	0	0	0.008	0	0	0	0	0	0.008	0.181	0	0	0
Bone-Osteob	chr5:1501806-1502131	U	0	0	0.004	0	0.004	0	0.001	0.659	0	0	0.002	0	0	0.001	0	0.045	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Breast-Basal-Ep	chr5:1808108-1808452	U	0.006	0	0	0	0	0	0	0	0.66	0.009	0	0	0	0.001	0	0.014	0	0	0	0.002	0.006	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.005	0
Smooth-Musc	chr5:4024461-4025084	U	0	0	0	0	0	0.333	0.167	NA	NA	0	0	NA	NA	0.5	NA	1	0	NA	0	0	0	0	0	0	NA	0	0	NA	NA	1	NA	NA	NA	0	NA	0	0	0	0.333	0
Dermal-Fibro	chr5:5132809-5133037	U	0.132	0	0	0.011	0.002	0	0.005	0	0.01	0	0.004	0.172	0.654	0.014	0	0.117	0	0	0	0.002	0	0.058	0	0	0	0	0.009	0	0.016	0	0	0	0	0	0	0	0.067	0.006	0.085	0
Adipocytes	chr5:5303926-5304132	U	0.57	0.013	0.043	0.012	0.008	0.017	0.012	0.185	0.088	0.133	0.012	0.069	0.077	0.116	0.04	0.146	0	0.25	0.02	0.012	0.014	0.236	0	0.006	0.056	0.08	0.076	0	0.083	0.158	0.019	0.059	0.043	0	0	0	0.156	0.009	0.35	0
Endothel	chr5:17170760-17171196	U	0.375	0.333	0	0	0.023	0	0	0	0	0	0	0.222	0	0.796	0	0.3	0	0	0	0.015	0.05	0.059	0	0.047	0.034	0.069	0.016	0	0	0	0	0	0	0	0.333	0	0.071	0	0.025	0
Endothel	chr5:32098278-32098496	U	0.253	0.009	0	0	0.057	0	0	0	0	0	0	0.03	0	0.721	0	0.034	0	0	0.003	0.03	0.037	0.022	0	0.047	0	0	0.041	0.012	0	0	0	0	0	0	0	0.01	0.043	0.014	0.008	0
Liver-Hep	chr5:32229751-32229932	U	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.01	0.009	0	0	0.91	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0
Blood-T	chr5:39201956-39202821	U	0	0	0.005	0	0.03	0.016	0.821	0	0	0	0.003	0.035	0.016	0.001	0.022	0.113	0	0	0	0.004	0	0.006	0	0	0.013	0	0	0	0	0.034	0	0.009	0.009	0	0	0	0.009	0	0.024	0
Pancreas-Beta	chr5:43316070-43316451	U	0	0	0.024	0	0	0	0.027	0	0	0	0	0.062	0	0.012	0	0.097	0	0	0	0.011	0	0	0	0	0	0	0.026	0	0	0	0.087	0.955	0.2	0	0	0	0	0	0	0
Pancreas-Beta	chr5:45128099-45128340	U	0	0	0	0	0.002	0	0.001	0	0	0	0.003	0	0.028	0.004	0.03	0.147	0	0	0.005	0	0	0.045	0	0	0	0	0	0	0	0	0.02	0.958	0.011	0	0	0	0.026	0.005	0.028	0
Lung-Ep-Bron	chr5:53433340-53434106	U	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.5	NA	0	0	0	0	0	NA	0	NA	NA	0	0	0	0	NA
Pancreas-Alpha	chr5:57310246-57310710	U	0	0	0.205	0	0.019	0.042	0.167	0.111	0	0	0	0.286	0	0	0	0.269	0	0	0.011	0	0	0.032	0	0.068	0	0	0	0	0	0.053	0.962	0	0.038	0.042	0	0	0	0.062	0.059	0
Prostate-Ep	chr5:58395983-58396402	U	0	0.273	0	0	0.003	0.022	0.014	0	0	0	0.023	0	0	0.002	0.036	0.211	0	0	0	0	0	0.033	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.908	0	0	0.128	0
Lung-Ep-Alveo	chr5:61757253-61757581	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0.865	0	0.095	0	0	0	0	0	0	0	0	0	0	0	0	0
Blood-Granul	chr5:68613848-68614345	U	0.03	0	0	0.962	0.086	0	0.001	0	0	0	0	0	0	0.001	0	0.054	0	0	0.002	0.002	0.007	0	0	0	0	0	0	0	0.006	0.007	0	0	0	0	0.056	0	0.175	0	0.004	0.009
Small-Int-Ep	chr5:70827496-70827687	U	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.856	0.008	0
Endothel	chr5:71853664-71853919	U	0.2	0	0	0.364	0.111	0	0.016	0	0	0	0	0.571	0.333	0.774	0	0.636	0	0	0	0.171	0	0	0	0.04	0	0	0.091	0	0	0	0	0	0	0	0	0	0.6	0	0.071	0
Pancreas-Alpha	chr5:72316217-72316797	U	0	0	0	0	0	0.008	0.003	0	0	0	0	0.014	0	0	0	0.016	0	0	0.004	0	0	0	0	0.004	0.01	0	0	0	0	0.007	0.952	0.07	0.059	0.007	0	0	0	0.021	0.01	0
Kidney-Ep	chr5:74826137-74826703	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.035	0	0.056	0	0	0	0	0.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0
Endothel	chr5:76014256-76014548	U	0.415	0.021	0	0.091	0.051	0	0	0	0.029	0	0.013	0.367	0.5	0.817	0	0.154	0	0	0	0.021	0.022	0.377	0	0.012	0	0	0.033	0.102	0	0	0	0	0	0	0.75	0.017	0.111	0	0.015	0
Endothel	chr5:77819955-77820340	U	0.383	0.006	0	0	0.021	0	0.012	0.028	0.015	0	0	0.133	0.163	0.731	0	0.038	0	0	0	0.013	0.021	0.153	0.019	0.019	0	0	0.003	0.025	0.06	0	0	0	0	0	0	0.013	0.057	0.009	0.062	0.009
Thyroid-Ep	chr5:77841405-77841624	U	0.011	0.032	0	0	0.003	0	0.005	0	0.021	0	0	0.122	0.061	0	0	0.165	0	0	0	0.003	0	0.01	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0.029	0	0	1
Colon-Ep	chr5:80476007-80476312	U	0.017	0	0	0	0.016	0.011	0	0.04	0	0	0.982	0	0.026	0.003	0	0.101	0.009	0	0.015	0.004	0.013	0.007	0	0	0	0	0.011	0	0	0.013	0	0	0	0	0	0	0.019	0.015	0.005	0
Smooth-Musc	chr5:105502349-105502821	U	0	0	0.4	0	0	0.167	0.13	0	0	0	0	NA	NA	0.208	0	0.4	0	0	0	0.143	0	0.25	0	0	0	0	0	0	0	0.375	0	0	0	0	NA	0	0	0	0.5	0
Kidney-Ep	chr5:112953981-112954101	U	0.037	0.015	0	0	0	0	0	0	0	0	0.004	0.012	0.031	0.012	0	0.054	0	0	0	0	0	0	0.742	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0	0	0.013	0
Blood-T	chr5:118635509-118635758	U	0.026	0.006	0.066	0.007	0.063	0.102	0.991	0	0	0	0.003	0.193	0	0.012	0.02	0.131	0	0	0.008	0.013	0.006	0.006	0.013	0.014	0	0	0.041	0	0	0.005	0	0	0	0	0	0	0.01	0	0	0
Adipocytes	chr5:123204556-123205221	U	0.881	0.01	0	0	0.004	0	0.019	0	0.029	0	0	0.12	0.455	0.105	0	0.346	0.014	0.318	0	0.225	0	0.445	0.025	0	0	0.01	0.031	0	0.13	0.009	0	0	0.073	0	0.091	0.028	0.15	0.009	0.198	0
Kidney-Ep	chr5:130707029-130707674	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0.875	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0
Lung-Ep-Bron	chr5:132231880-132232257	U	0.167	0	0	0	0	0.125	0	0	0.059	0	0	0.1	0	0.018	0	0.167	0.143	0	0	0.143	0	0	0	0	0.071	0.941	0.316	0.083	0	0	0	0	0	0	0	0	0	0	0.077	0
Pancreas-Duct	chr5:133081567-133081765	U	0	0	0	0.028	0.008	0	0	0.071	0	0	0	0	0	0.004	0	0.081	0.056	0.125	0	0	0	0.102	0.06	0	0	0	0	0	0.071	0	0	0	0	0.981	NA	0.018	0	0	0.079	0
Heart-Cardio	chr5:134686461-134686575	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0.001	0.895	0	0.004	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0
Pancreas-Beta	chr5:137712761-137712926	U	0	0.012	0	0	0	0	0	0.045	0	0	0	0	0	0.002	0	0.111	0.091	0	0	0.003	0.026	0	0.006	0	0	0.022	0.016	0.013	0.082	0.023	0.036	0.984	0.043	0.011	0	0	0	0.009	0	0
Small-Int-Ep	chr5:137933890-137933983	U	0.119	0	0.013	0	0.008	0	0.007	0	0	0.071	0.024	0	0.136	0.007	0.033	0.136	0.042	0.176	0	0	0	0.048	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993	0	0.013
Gastric-Ep	chr5:139627446-139627766	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0.975	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0
Eryth-prog	chr5:140058343-140059406	U	0	0	0	0	0.003	0	0	0	0	0	0	0.016	0	0	0.016	0.99	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0
Eryth-prog	chr5:145224022-145224184	U	0	0.01	0	0.014	0.003	0.017	0	0	0	0	0	0	0	0.004	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0.016	0
Neuron	chr5:145986293-145986488	U	0.047	0	0.007	0	0	0	0	0.054	0.067	0.024	0	0.048	0.034	0.002	0	0.063	0	0	0.006	0	0.081	0.071	0	0	0.006	0	0.646	0.09	0	0	0	0.01	0	0	0	0	0	0	0.018	0
Thyroid-Ep	chr5:153692596-153692857	U	0	0.023	0.016	0	0	0.012	0.003	0	0	0	0	0	0	0	0	0.087	0	0	0	0.012	0	0.011	0.031	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.99
Bone-Osteob	chr5:154334374-154334649	U	0	0	0	0	0	0	0	0.516	0	0	0	0	0	0.002	0.019	0.015	0	0	0.002	0.001	0	0	0.002	0.002	0	0	0.002	0	0	0	0.006	0	0	0	0	0	0	0.003	0	0
Pancreas-Delta	chr5:170039130-170039387	U	0	0.025	0.047	0	0.016	0.029	0.035	0.13	0	0.017	0	0.06	0	0.014	0.065	0.158	0.032	0	0.029	0.013	0.053	0.095	0.005	0	0.032	0	0.009	0	0.014	0	0.205	0.128	0.865	0	0	0	0	0	0.146	0.016
Prostate-Ep	chr5:171223147-171223508	U	0	0.041	0	0	0.007	0	0.005	0.023	0	0	0.008	0.023	0	0.053	0.114	0.156	0	0	0	0.005	0	0.008	0	0.004	0	0.018	0	0	0	0.035	0	0	0	0	0	0.784	0	0	0.077	0
Megakaryocytes	chr5:171320075-171320511	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857	0	0	0	0	0
Thyroid-Ep	chr5:172461534-172461942	U	0.008	0.027	0.034	0	0	0	0.004	0	0	0	0	0	0	0.004	0	0.031	0	0	0	0.002	0.007	0	0.076	0	0.009	0	0.007	0.008	0	0	0.049	0.01	0.01	0	0	0	0	0	0	0.985
Small-Int-Ep	chr5:173969345-173969504	U	0	0	0	0	0.007	0	0.015	0.032	0	0	0	0.057	0.065	0.012	0	0.174	0.027	0	0	0.014	0	0.069	0.005	0.029	0	0	0.004	0	0	0.139	0	0	0.036	0	0	0.016	0.034	0.986	0.036	0
Prostate-Ep	chr5:174920572-174921016	U	0	0.244	0	0	0.002	0	0	0.25	0.007	0.058	0.37	0.075	0.13	0.008	0.021	0	0	0	0	0.124	0	0	0.01	0	0.019	0.005	0.047	0	0.02	0	0	0	0	0	0	0.896	0	0	0.01	0
Pancreas-Beta	chr5:176260994-176261118	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176	0	0	0.011	0.009	0	0.029	0.013	0.019	0	0	0.1	0	0	0.058	0	0.969	0.261	0	0	0	0	0	0.029	0
Pancreas-Acinar	chr5:176696395-176696757	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0.042	0	0	0	0.013	0	0	0	0	0	0	0	0	0	1	0	0	0.026	0.059	0	0	0	0	0	0
Epid-Kerat	chr5:176860929-176861253	U	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.389	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Breast-Basal-Ep	chr5:176919342-176919704	U	0	0	0	0	0	0	0	0	0.699	0.005	0	0	0	0.011	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.007	0	0.003	0
Heart-Cardio	chr6:504028-504466	U	0	0	0.003	0	0	0	0	0.013	0.005	0	0.002	0	0	0	0.014	0.064	0	0	0	0.001	0.969	0.007	0	0.004	0	0	0.044	0.007	0.004	0	0	0	0	0	0	0	0.006	0	0.005	0
Prostate-Ep	chr6:720637-720836	U	0	0.22	0	0	0	0	0	0.222	0.019	0	0.019	0.018	0	0	0	0.073	0.066	0	0	0.042	0	0.025	0.027	0.008	0	0.083	0	0	0.114	0	0.017	0	0	0	0	0.859	0	0	0.019	0.023
Colon-Ep	chr6:2030637-2031365	U	0	0.016	0	0	0.018	0	0	0	0	0	1	0.048	0	0.005	0	0.2	0	0	0.126	0.056	0	0	0	0	0	0	0.026	0	0.024	0	0.25	0.095	0.027	0	0	0	0	0.094	0.021	0
Colon-Ep	chr6:4909889-4910097	U	0	0	0	0	0.007	0	0	0	0	0.024	0.989	0.019	0	0	0	0.098	0	0	0	0.008	0	0	0.003	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0.345	0.122	0.017	0
Blood-B	chr6:14254953-14255246	U	0.008	0.006	0.951	0	0.028	0.027	0.002	0	0	0	0	0.299	0	0.018	0.023	0.158	0	0	0	0.002	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0.005	0
Prostate-Ep	chr6:14459412-14460086	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oligodend	chr6:17839739-17840027	U	0.086	0	0	0	0.004	0	0.016	0	0.048	0	0	0.146	0	0.003	0	0.102	0	0	0	0	0.011	0.018	0	0	0	0	0.043	0.929	0	0	0	0	0	0	0	0	0	0	0.053	0
Pancreas-Duct	chr6:24781291-24782248	U	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	0	NA	0	0	0	0
Adipocytes	chr6:25068659-25069230	U	1	0.053	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0.125	0	0	0	0.034	0	0.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0.467	0
Blood-Mono+Macro	chr6:26545988-26546170	U	0.071	0.016	0.063	0.133	0.818	0	0	0	0.02	0	0	0.105	0	0.004	0.059	0.082	0	0	0	0.009	0.022	0.015	0	0.014	0	0	0.007	0.059	0	0	0	0	0	0	0	0	0.105	0	0	0
Fallopian-Ep	chr6:28906639-28907424	U	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
Smooth-Musc	chr6:29082084-29082446	U	0	0	0	0	0.077	0	0.107	NA	0	NA	0	NA	0	0.111	0	0.5	NA	NA	0	0.143	0	0.5	0	0.2	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.455	0
Ovary-Ep	chr6:30374412-30374808	U	0	0	0	0.111	0	0	0	0.4	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0.2	1	0.083	0	0	0.167	0	0	0.083	0	0	0.143	0
Megakaryocytes	chr6:32343222-32343355	U	0	0.04	0	0.125	0.098	0.043	0.026	0.167	0	0	0	0	0.222	0.008	0	0.7	0	0	0	0.009	0.043	0.158	0	0	0	0	0	0	0	0.133	0.19	0	0	0	0.875	0	0.25	0	0.324	0
Ovary-Ep	chr6:32527588-32527757	U	NA	0.417	0	0	0	0	0	NA	NA	NA	0	0	0	0.008	0	0.283	0.037	NA	NA	0.192	NA	0.1	NA	0	0.292	0.115	0.017	0	0.919	0.059	0.098	0.028	0.129	0.037	0.5	0.133	0	0	0.061	0
Breast-Luminal-Ep	chr6:34506312-34506489	U	0	0	0.009	0	0	0.031	0.015	0	0.059	0.871	0.006	0.034	0	0.004	0.037	0.071	0.092	0	0.037	0.015	0	0	0	0	0.008	0	0.01	0	0.032	0.02	0	0	0	0	0	0.048	0	0.008	0.032	0
Eryth-prog	chr6:34583467-34583666	U	0	0	0.014	0	0.024	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.02	0.013	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.011	0
Bladder-Ep	chr6:34778179-34778644	U	0	0.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.015	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0
Bladder-Ep	chr6:34966596-34967579	U	0.005	0.903	0	0	0	0	0	0.013	0	0	0	0.013	0.014	0.003	0.013	0.054	0	0	0	0.009	0	0.008	0.109	0	0	0.012	0	0	0.009	0	0	0	0	0	0	0.253	0.007	0	0.011	0
Breast-Basal-Ep	chr6:35057138-35057475	U	0.015	0	0	0	0.002	0	0	0	0.844	0.017	0	0	0.015	0.025	0.014	0.054	0	0	0	0.002	0	0.005	0.023	0.033	0	0.008	0.013	0.008	0	0	0	0	0	0	0	0	0.006	0	0.006	0
