target	hg38	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Kidney-Ep	chr3:193060579-193060697	U	0	0	0	0	0	0	0	0	0	0	0.006	0.021	0	0.003	0	0.143	0	0	0	0.003	0	0.013	0.739	0.005	0	0	0	0	0	0.016	0	0	0	0	0	0	0.069	0	0.046	0
Prostate-Ep	chr3:193957845-193958028	U	0.016	0.27	0	0	0	0.014	0.01	0.037	0	0	0	0.182	0.1	0.008	0	0.277	0.015	0	0.003	0.09	0.021	0.012	0	0	0	0.133	0.025	0	0.129	0	0	0	0	0	0	0.881	0	0	0.053	0
Pancreas-Beta	chr3:196373309-196373477	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0.024	0.952	0.12	0	0	0	0	0	0.006	0
Thyroid-Ep	chr3:196916864-196917121	U	0	0.021	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0.003	0.011	0	0.01	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.903
Gastric-Ep	chr4:1371208-1371642	U	0	0	0	0	0	0	0.001	0	0.005	0	0.004	0	0	0	0	0.07	0	0.197	0.931	0.004	0	0	0	0	0.043	0.007	0.004	0.005	0	0	0.005	0	0	0	0	0	0	0.003	0.009	0
Oligodend	chr4:2875931-2876052	U	0	0.014	0	0	0	0.016	0	0	0	0	0	0.083	0	0.002	0	0.026	0	0	0	0.006	0	0	0	0	0	0	0.037	0.942	0	0	0	0	0	0.01	0	0	0	0	0	0
Bladder-Ep	chr4:2959465-2959745	U	0.005	0.844	0	0	0.003	0	0.01	0	0	0	0	0	0	0.036	0.016	0.041	0	0	0	0.002	0	0	0.002	0	0	0	0.028	0	0	0	0	0	0	0	0.083	0.115	0.007	0	0	0
Liver-Hep	chr4:3104183-3104294	U	0	0	0	0	0	0	0.001	0	0	0	0	0	0.029	0.001	0	0.019	0.008	0	0	0	0	0	0.006	0.92	0	0	0.003	0	0	0.015	0	0	0	0.008	0	0	0.014	0	0	0
Pancreas-Acinar	chr4:3178045-3178505	U	0.004	0	0	0	0.001	0	0.001	0	0	0	0.025	0	0	0.004	0.014	0.049	0	0	0.001	0.001	0.006	0.003	0	0	0.003	0	0.07	0	0	0.955	0	0.009	0.02	0.036	0	0	0.005	0.009	0	0
Pancreas-Acinar	chr4:3179659-3180729	U	0	0	0	0.018	0	0.111	0.003	0	0	0	0.01	0	0	0	0	0.058	0	0	0.005	0.004	0	0	0.007	0.01	0	0	0	0	0.014	0.957	0	0	0	0	0	0	0	0	0.024	0
Pancreas-Alpha	chr4:3303867-3304192	U	0	0	0	0	0.015	0	0	0	0	0	0	0.083	0	0.039	0	0	0.059	0	0	0.01	0	0.053	0.016	0	0	0.045	0.13	0.294	0.029	0	1	0	0	0	0	0	0	0	0.034	0
Prostate-Ep	chr4:3401409-3401806	U	0	0.106	0.003	0	0.011	0	0.001	0.073	0	0	0	0.016	0	0.001	0.011	0.046	0	0	0	0.008	0	0	0.001	0	0	0.005	0.065	0	0.009	0	0	0	0	0.004	0	0.789	0	0	0.02	0
Neuron	chr4:3530089-3530330	U	0	0.004	0.005	0	0.002	0	0.001	0	0.063	0.006	0	0	0	0.001	0	0.005	0	0	0	0.004	0	0.005	0.029	0	0	0.005	0.697	0.043	0.033	0	0	0	0	0	0	0.038	0	0	0.005	0
Ovary-Ep	chr4:3946851-3947114	U	0	0.005	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0	0.056	0.125	0	0	0	0	0	0	0.003	0	0	0	0	0.847	0	0.013	0	0.016	0	0	0	0.017	0	0.004	0
Ovary-Ep	chr4:4759145-4759326	U	0	0	0	0	0	0	0.001	0	0	0	0	0.014	0.15	0.003	0.024	0.102	0.101	0	0.005	0.008	0	0.013	0	0	0	0	0.02	0	0.809	0	0	0	0	0	0	0	0.14	0.005	0.017	0
Pancreas-Delta	chr4:6979535-6980570	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944	0	0	0	0	0	0	0
Ovary-Ep	chr4:8214407-8214625	U	0.015	0	0	0.006	0	0.009	0.004	0	0	0	0	0.053	0.022	0.004	0	0.161	0.133	0	0.045	0.003	0.197	0.014	0.007	0.005	0.004	0.018	0	0	0.753	0.004	0	0	0	0	0	0.009	0.02	0	0.035	0
Heart-Fibro	chr4:17082043-17082545	U	0	0	0.007	0	0.006	0	0.017	0.143	0.02	0.029	0.006	0.049	0	0.019	0.091	0.349	0	0	0.026	0.021	0.101	0.922	0	0.016	0.054	0.009	0	0	0	0.225	0	0	0.058	0.018	0	0.01	0	0	0.033	0
Pancreas-Duct	chr4:20352805-20353045	U	0.015	0	0	0.026	0.003	0	0.014	0	0	0.015	0.01	0.024	0	0.002	0	0.247	0.024	0	0.035	0	0	0	0.121	0.04	0	0	0	0	0.01	0.088	0	0	0	0.919	0.125	0	0.028	0.014	0	0
Fallopian-Ep	chr4:22601643-22602107	U	0	0	0	0	0	0	0.002	0	0	0	0	0.018	0	0.004	0	0.165	0.916	0.1	0.003	0	0	0	0.057	0	0	0	0	0	0.096	0	0	0	0	0	0	0	0	0	0.024	0.012
Fallopian-Ep	chr4:22602741-22602903	U	0.006	0.004	0	0	0.005	0	0.003	0	0	0.008	0	0.018	0	0.007	0.018	0.111	0.955	0	0.003	0.002	0.005	0.023	0.017	0	0	0	0.002	0	0.041	0.009	0.007	0.008	0	0	0	0	0	0	0.02	0
Kidney-Ep	chr4:28640943-28641026	U	0	0	0	0	0	0	0.001	0	0	0	0.007	0	0	0.008	0	0.173	0	0	0.002	0.005	0	0.013	0.765	0	0	0	0	0	0	0.011	0	0	0	0	0	0.006	0	0	0.011	0
Bladder-Ep	chr4:38567230-38567508	U	0	0.852	0	0	0.007	0	0.001	0	0	0	0.004	0.023	0	0.007	0	0.032	0	0	0	0.002	0	0.007	0.004	0	0	0.006	0	0	0.008	0.007	0	0	0	0	0	0.216	0	0	0.005	0
Blood-B	chr4:38762762-38762893	U	0.005	0	0.986	0	0.018	0	0	0	0	0	0.002	0.282	0	0.021	0.021	0.098	0	0	0	0	0.022	0.006	0.01	0	0	0	0.018	0.005	0	0.005	0.013	0	0	0	0	0.009	0	0	0.009	0
Epid-Kerat	chr4:42440050-42440584	U	0	0	0	0	0	0	0	0	0	0.2	0	0	0.143	0	1	0.118	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	0
Breast-Luminal-Ep	chr4:48299015-48299725	U	0.043	0.039	0	0	0	0	0	0.037	0.122	0.98	0.006	0.03	0	0.069	0	0.111	0.021	0.062	0.013	0.044	0	0.062	0	0.007	0.034	0.042	0.006	0	0.014	0.032	0.044	0	0	0.016	0	0.051	0.026	0.022	0.162	0.027
Colon-Ep	chr4:48677319-48677556	U	0	0	0	0	0.014	0	0.002	0	0	0	0.966	0.014	0	0	0	0	0	0	0	0	0.007	0.008	0	0.005	0	0.008	0	0.008	0	0	0	0	0	0.008	0	0	0	0	0.014	0
Colon-Ep	chr4:48677599-48678487	U	0	0	0	0	0.005	0	0	0	0	0.008	0.975	0.02	0	0.001	0	0.022	0	0	0.001	0.003	0	0.003	0.001	0.003	0	0.003	0.002	0.007	0	0	0	0	0	0.003	0	0.005	0	0.002	0.002	0
Head-Neck-Ep	chr4:68152912-68153007	U	0	0.016	0	0.008	0.003	0.02	0.005	0.024	0.035	0.025	0.009	0	0	0.007	0.042	0.17	0	0	0.009	0.963	0	0.026	0	0.037	0	0.167	0.004	0	0.073	0.053	0.011	0.014	0.027	0	0	0.008	0.017	0.007	0.083	0.01
Pancreas-Duct	chr4:71193316-71193952	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.103	0	0.41	0	0.002	0	0	0	0.004	0	0	0.005	0	0	0.027	0	0.024	0.02	0.968	0	0	0	0.005	0	0
Pancreas-Duct	chr4:71196989-71197880	U	0	0.007	0	0.008	0.005	0	0	0	0	0	0.004	0	0	0.008	0.093	0.167	0.011	0.196	0	0	0	0.03	0	0	0.008	0	0	0	0	0.027	0.017	0.013	0.02	0.94	0	0	0	0	0.019	0
Pancreas-Duct	chr4:71199672-71199931	U	0	0	0	0	0	0	0.003	0	0	0	0.008	0.023	0	0.006	0.091	0.136	0	0	0.005	0	0	0.016	0	0	0	0	0	0	0	0.013	0	0	0	0.892	0	0	0	0.012	0.011	0
Pancreas-Duct	chr4:71208287-71208426	U	0	0	0	0	0.005	0	0.002	0	0	0	0	0	0	0	0	0.036	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0.855	0	0	0	0	0.019	0
Pancreas-Duct	chr4:71225875-71226216	U	0	0	NA	0	0.083	NA	0	NA	NA	0	0	0	0	0	NA	0.25	0	NA	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pancreas-Duct	chr4:71234448-71235332	U	0.013	0.005	0.002	0.003	0.002	0	0.001	0	0	0	0	0.011	0	0.009	0	0.135	0	0.035	0	0.061	0	0.006	0	0	0.009	0.032	0.009	0.003	0	0.01	0	0.005	0	0.905	0.08	0	0.012	0.002	0.016	0
Pancreas-Duct	chr4:71285376-71286227	U	0	0	0	0.008	0	0	0.002	0	0	0	0	0	0	0.008	0	0.077	0	0	0	0	0	0.009	0.004	0.004	0	0	0.007	0	0	0.02	0	0.007	0	0.801	0	0	0.008	0	0.006	0
Pancreas-Alpha	chr4:84756872-84757128	U	0	0.008	0.016	0	0.006	0	0.009	0	0	0	0	0	0	0.008	0	0.136	0	0	0	0	0.065	0.011	0	0	0	0	0.109	0	0.011	0	0.974	0.297	0.039	0	0	0	0.034	0	0.022	0
Pancreas-Acinar	chr4:86990394-86990968	U	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.001	0.019	0.012	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.962	0	0	0.024	0.029	0	0	0	0	0	0
Dermal-Fibro	chr4:87620339-87621071	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prostate-Ep	chr4:99421697-99422036	U	0	0.03	0	0.007	0.011	0	0.005	0	0	0	0.003	0.011	0	0.001	0	0.154	0	0	0.002	0	0	0.007	0	0.003	0	0	0.003	0	0	0	0.008	0	0	0	0	0.794	0	0.005	0.005	0
Lung-Ep-Alveo	chr4:102716223-102716466	U	0	0	0.008	0.012	0.006	0	0.005	0	0.011	0	0	0	0	0.004	0	0.06	0	0	0.003	0	0	0.01	0	0	0.926	0.009	0.007	0	0	0	0	0.012	0	0.011	0	0	0	0	0.025	0.011
Liver-Hep	chr4:109513322-109513572	U	0	0	0	0	0.006	0	0.003	0	0	0	0.007	0	0	0.001	0	0.007	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008
Pancreas-Alpha	chr4:127990966-127991413	U	0	0	0.003	0	0.001	0	0.001	0	0	0	0.003	0	0	0.003	0.014	0.041	0	0	0	0	0	0.01	0.089	0	0	0	0.009	0	0.004	0.006	0.838	0.091	0.015	0.004	0	0	0	0	0.002	0.004
Kidney-Ep	chr4:128814077-128814349	U	0.034	0	0	0.057	0	0	0.001	0	0	0.036	0	0	0	0.001	0	0.045	0	0	0.004	0	0	0	0.724	0	0.005	0	0.014	0	0	0.005	0	0	0	0.032	0	0.007	0	0	0.006	0
Pancreas-Alpha	chr4:146563690-146564267	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214	0	0	0	0	0	0.143	0	0	0	0	0	0	0.091	0	1	0	0	0	0	0	0	0	0	0
Neuron	chr4:152102772-152102861	U	0.105	0.015	0	0.007	0.002	0	0.051	0	0	0	0	0.065	0.323	0.08	0.028	0.274	0	0	0.002	0.049	0.036	0.179	0.009	0.007	0	0	0.819	0.021	0	0.033	0.038	0	0.121	0	0	0.011	0.049	0.062	0.023	0
Oligodend	chr4:158855211-158855402	U	0	0	0	0	0	0	0.003	0	0	0	0	0.044	0	0.001	0	0.085	0	0	0	0.002	0.007	0	0.078	0	0	0	0.036	0.84	0	0	0	0	0	0	0	0	0.013	0	0	0
Lung-Ep-Bron	chr4:184465664-184466120	U	0	0.005	0	0	0.002	0	0	0	0	0.023	0	0	0.02	0.001	0.021	0.048	0	0	0	0.039	0	0	0	0	0.145	0.874	0.091	0.265	0.007	0	0	0	0	0	0	0.188	0.037	0	0	0
Oligodend	chr4:184786609-184786797	U	0.085	0	0	0.009	0	0	0.002	0	0	0	0	0.013	0	0	0	0.008	0	0	0.003	0	0	0	0	0.033	0.006	0	0.043	0.927	0.047	0	0	0	0	0.01	0	0	0	0	0.012	0
Smooth-Musc	chr4:186423415-186423742	U	0.077	0	0.021	0	0.01	0.027	0.019	0.12	0	0	0	0.163	0.29	0.115	0	0.366	0	0	0.009	0.008	0.022	0.253	0	0.029	0	0	0	0	0.014	0.032	0.018	0	0	0	0	0.011	0	0	0.538	0
Epid-Kerat	chr5:2592627-2592837	U	0	0	0	0	0.006	0.033	0.01	0.091	0.106	0.257	0.01	0.071	0	0.011	0.941	0.163	0	0	0	0.011	0	0.13	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0.053	0
Dermal-Fibro	chr5:5132696-5132924	U	0.129	0	0	0.008	0.002	0	0.005	0	0.008	0	0.003	0.176	0.656	0.012	0	0.116	0	0	0	0.002	0	0.05	0	0	0.004	0	0.008	0	0.02	0.005	0	0	0	0	0	0	0.067	0.005	0.077	0
Head-Neck-Ep	chr5:9202105-9202212	U	0.023	0	0.133	0	0.017	0	0.012	0	0.101	0.188	0	0.07	0	0.026	0.105	0.36	0.023	0	0	0.888	0	0	0.169	0.007	0.033	0.435	0	0.012	0.039	0	0	0.047	0.064	0	0	0.012	0.031	0	0.017	0.031
Ovary-Ep	chr5:16981567-16981686	U	0	0.017	0	0.008	0.005	0	0.003	0	0	0	0	0	0	0.006	0	0.155	0.17	0	0	0.002	0	0	0.045	0.004	0.005	0	0	0	0.714	0.006	0.012	0	0	0	0	0.006	0.012	0	0.006	0.127
Endothel	chr5:17170651-17171087	U	0.389	0.38	0	0	0.026	0	0	0	0	0	0	0.2	0	0.78	0	0.308	0	0	0	0.011	0.087	0.133	0	0.033	0.024	0.079	0.039	0	0	0	0	0	0	0	0.333	0.037	0.062	0	0.019	0
Endothel	chr5:32098172-32098390	U	0.276	0.006	0	0	0.049	0	0	0	0.008	0	0	0.064	0	0.697	0	0.026	0	0	0	0.026	0.037	0.018	0	0.042	0	0	0.041	0.009	0	0	0	0	0	0	0	0.008	0.036	0.017	0.007	0
Pancreas-Beta	chr5:39002604-39002662	U	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0.002	0	0	0.067	0	0	0.023	0.032	0	0	0.005	0.043	0.768	0	0	0	0.031	0	0	0	0
Blood-T	chr5:39202255-39202719	U	0.013	0	0.004	0	0.027	0.019	0.813	0	0	0	0.005	0.031	0.014	0.001	0.039	0.119	0	0	0	0.003	0	0.005	0	0.002	0.011	0	0	0	0	0.048	0	0.008	0.006	0.005	0	0	0.008	0	0.025	0
Pancreas-Beta	chr5:45127997-45128238	U	0	0	0	0	0.005	0	0.002	0	0	0	0	0	0	0.002	0.026	0.16	0	0	0.004	0	0	0.057	0.003	0	0.004	0	0	0.005	0.007	0	0.018	0.935	0.008	0	0	0	0.011	0.004	0.03	0
Lung-Ep-Bron	chr5:54137510-54138276	U	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	NA	0	0	0	0	0	NA	0	0	NA	0	0	0	0	NA
Epid-Kerat	chr5:56258608-56258818	U	0	0	0	0.008	0	0	0	0	0	0	0	0	0.027	0.007	0.833	0.032	0	0	0	0.009	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.049
Pancreas-Alpha	chr5:58014419-58014883	U	0	0	0.178	0	0.023	0.057	0.14	0.182	0	0	0	0.263	0	0.009	0	0.286	0	0	0.008	0.008	0	0.025	0	0.103	0	0	0	0	0	0.057	0.923	0	0.059	0.029	0	0	0	0.049	0.102	0
Prostate-Ep	chr5:59100156-59100575	U	0	0.273	0	0	0.002	0.017	0.014	0	0	0	0.037	0	0	0.001	0.027	0.222	0	0	0	0	0	0.028	0	0.004	0	0	0	0	0	0	0	0	0	0.007	0	0.905	0	0	0.121	0
Lung-Ep-Alveo	chr5:62461426-62461754	U	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0.004	0	0	0	0	0.018	0	0	0	0	0	0.846	0	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0
Small-Int-Ep	chr5:71531669-71531860	U	0	0	0	0.014	0	0	0	0	0	0	0.003	0	0	0	0	0.031	0	0	0.002	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.807	0.006	0
Endothel	chr5:72557837-72558092	U	0.2	0	0	0.333	0.107	0	0.013	0	0	0	0	0.444	0.333	0.782	0	0.643	0	0	0	0.22	0	0	0	0.032	0	0	0.079	0	0	0	0	0	0	0	0	0	0.429	0	0.111	0
Pancreas-Alpha	chr5:73020390-73020970	U	0	0	0	0	0	0.006	0.002	0	0	0	0	0.024	0	0.001	0	0.012	0	0	0.005	0	0	0	0	0.003	0.008	0	0	0	0	0.005	0.939	0.066	0.056	0.006	0	0	0	0.022	0.009	0
Kidney-Ep	chr5:75530312-75530878	U	0	0	0	0	0	0	0.002	0	0	0	0	0.013	0	0.005	0	0.027	0	0.042	0	0.003	0	0	0.844	0	0	0	0.013	0.015	0	0	0	0	0	0.02	0	0	0	0	0.013	0.011
Endothel	chr5:78524132-78524517	U	0.394	0.005	0	0	0.019	0	0.011	0.048	0.012	0	0	0.125	0.135	0.727	0	0.04	0	0.026	0	0.01	0.027	0.15	0.016	0.017	0.004	0	0.002	0.026	0.069	0	0	0	0	0.006	0	0.011	0.078	0.008	0.07	0.008
Thyroid-Ep	chr5:78545582-78545801	U	0.01	0.024	0	0	0.004	0	0.005	0	0.017	0	0	0.11	0.075	0	0	0.167	0	0	0	0.002	0	0.008	0	0	0	0	0.022	0	0	0.005	0	0	0	0	0	0	0.023	0	0	0.992
Colon-Ep	chr5:81180188-81180493	U	0.023	0	0	0	0.017	0.018	0	0.037	0	0	0.968	0	0.021	0.003	0	0.082	0.008	0	0.008	0.004	0.011	0.025	0	0	0	0	0.007	0	0	0.022	0	0.015	0	0	0	0	0.025	0.013	0.009	0
Megakaryocytes	chr5:94567529-94567915	U	0.208	0.076	0.009	0.006	0.03	0.013	0.016	0.033	0.02	0.039	0.054	0.022	0	0.02	0.077	0.083	0.024	0.057	0.015	0.015	0.016	0.046	0.064	0.093	0.037	0.099	0.05	0.006	0.041	0.152	0.007	0.067	0.093	0.052	0.969	0.027	0	0.018	0.049	0.042
Megakaryocytes	chr5:94568462-94569060	U	0.157	0.088	0.017	0.008	0.015	0.005	0.013	0.023	0.023	0.021	0.048	0.008	0.03	0.023	0.051	0.156	0.033	0.018	0.02	0.023	0	0.05	0.043	0.049	0.021	0.015	0.041	0	0.026	0.161	0.015	0.029	0.039	0.049	0.973	0.031	0.007	0.018	0.049	0.016
Megakaryocytes	chr5:100045811-100046164	U	0.282	0.09	0.03	0.012	0.023	0.02	0.024	0.088	0.041	0.039	0.077	0.011	0.087	0.032	0.113	0.14	0.024	0.053	0.018	0.047	0.029	0.107	0.076	0.076	0.034	0.024	0.089	0.019	0.063	0.18	0.048	0.057	0.097	0.078	0.965	0.054	0	0.032	0.076	0.031
Smooth-Musc	chr5:106166648-106167120	U	0	0	0.286	0	0.059	0.083	0.172	0	0	0	0	0	NA	0.171	0	0.4	0	0	0	0.118	0	0.25	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0.7	0
Blood-T	chr5:119299814-119300063	U	0.021	0.021	0.059	0.005	0.061	0.107	0.988	0	0	0	0	0.19	0	0.009	0.036	0.131	0	0	0.007	0.016	0.004	0.011	0.013	0.009	0	0.005	0.046	0	0	0.005	0	0	0	0.006	0	0	0.009	0	0	0
Kidney-Ep	chr5:131371602-131371981	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lung-Ep-Bron	chr5:132896188-132896565	U	0.125	0	0	0	0	0.077	0.02	0	0.105	0	0	0.167	0	0.013	0	0.154	0.125	0	0	0.088	0	0	0	0	0.059	0.957	0.292	0.071	0	0	0	0	0	0	0	0.05	0	0	0.111	0
Pancreas-Duct	chr5:133745876-133746074	U	0	0	0	0.018	0.006	0	0.003	0.105	0	0.043	0	0	0	0.003	0	0.145	0.033	0.1	0	0	0	0.088	0.052	0	0	0	0	0	0.059	0.019	0	0	0	0.984	0	0.025	0	0.014	0.059	0
Blood-T	chr5:134105400-134105516	U	0.008	0.031	0.097	0.016	0.081	0.28	0.861	0	0.029	0	0.089	0.128	0	0.019	0	0.212	0	0	0	0	0	0.01	0	0.014	0.006	0	0	0	0	0	0	0	0	0	0	0.012	0	0.078	0	0
Heart-Cardio	chr5:135350771-135350885	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0.002	0.879	0.005	0.004	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0
Pancreas-Beta	chr5:138377072-138377237	U	0	0.009	0	0	0	0	0	0.043	0	0	0.004	0	0	0.002	0	0.109	0.078	0	0	0.003	0.02	0	0.005	0	0	0.018	0.023	0.011	0.081	0.019	0.033	0.986	0.029	0.009	0	0	0	0.007	0	0
Small-Int-Ep	chr5:138598201-138598294	U	0.143	0	0.01	0	0.006	0	0.004	0	0	0.09	0.021	0	0.154	0.006	0.03	0.134	0.037	0.208	0	0	0	0.044	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994	0	0.011
Gastric-Ep	chr5:140247861-140248181	U	0	0	0	0	0.002	0	0.001	0	0	0	0	0.01	0	0.001	0	0.007	0	0	0.968	0.002	0.006	0.006	0.003	0	0	0	0.004	0	0	0.006	0	0	0	0	0	0	0.01	0	0	0
Eryth-prog	chr5:140678758-140679821	U	0	0	0	0	0.003	0	0	0	0	0	0.002	0.014	0	0	0.015	0.972	0	0	0	0.002	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.007	0
Pancreas-Delta	chr5:159269266-159269732	U	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.015	0	0.065	0	0	0.006	0	0	0.02	0	0	0	0	0.003	0	0	0.007	0	0.025	0.476	0	0	0.008	0	0	0	0
Pancreas-Delta	chr5:170612126-170612383	U	0	0.028	0.033	0	0.016	0.019	0.037	0.115	0	0.028	0	0.05	0	0.013	0.057	0.157	0.025	0	0.023	0.01	0.07	0.117	0.005	0	0.026	0.012	0.008	0	0.011	0	0.167	0.102	0.903	0	0	0	0	0	0.116	0.013
Prostate-Ep	chr5:171796344-171796504	U	0	0	0	0.008	0.007	0	0.006	0	0	0.01	0.007	0.011	0	0.064	0.156	0.143	0	0	0	0.005	0	0.015	0	0.008	0	0	0	0	0	0.016	0	0	0	0	0	0.8	0	0	0.107	0
Megakaryocytes	chr5:171893071-171893507	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0.006	0
Kidney-Ep	chr5:173972511-173972620	U	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0.034	0	0	0	0	0	0	0.752	0	0	0.017	0	0	0	0	0	0	0	0.097	0	0.007	0	0	0	0.032
Small-Int-Ep	chr5:174542342-174542501	U	0	0	0	0	0.005	0	0.014	0.025	0	0	0	0.047	0.081	0.012	0	0.175	0.028	0	0	0.01	0.018	0.066	0.003	0.032	0	0	0.003	0	0	0.127	0	0	0.024	0	0	0.011	0.04	0.984	0.034	0
Prostate-Ep	chr5:175493569-175494013	U	0	0.249	0	0	0.002	0	0	0.217	0.005	0.059	0.354	0.069	0.103	0.01	0.019	0	0	0	0	0.114	0	0	0.009	0	0.016	0.004	0.047	0	0.022	0	0	0	0.008	0	0	0.88	0	0	0.009	0
Pancreas-Acinar	chr5:177269394-177269756	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.035	0	0	0	0.011	0	0	0	0	0	0	0.007	0	0	0.993	0	0	0.038	0.051	0	0	0	0	0	0
Heart-Cardio	chr6:504172-504466	U	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.014	0.039	0	0	0.001	0.001	0.946	0.009	0	0	0	0	0.001	0	0.004	0	0	0	0	0	0	0	0	0	0.006	0
Prostate-Ep	chr6:720637-720836	U	0	0.233	0	0.011	0	0	0	0.188	0.014	0	0.021	0.014	0	0	0	0.059	0.066	0	0	0.035	0	0.051	0.027	0.006	0	0.106	0	0	0.108	0	0.014	0	0	0	0	0.814	0	0	0.016	0.03
Colon-Ep	chr6:2030403-2031131	U	0	0.023	0	0	0.014	0	0	0	0	0	1	0.038	0	0.004	0	0.167	0	0	0.134	0.05	0	0	0	0	0	0	0.02	0	0	0	0.188	0.071	0.02	0	0	0	0	0.075	0.018	0
Blood-Granul	chr6:2801060-2801177	U	0.011	0.03	0	0.958	0.025	0	0.003	0	0	0	0.008	0.032	0	0	0	0.102	0	0	0	0.016	0	0.011	0	0	0	0.01	0	0	0.011	0.019	0	0	0	0	0.083	0	0.159	0	0.006	0
Colon-Ep	chr6:4909655-4909863	U	0	0	0	0	0.005	0	0	0.02	0	0.026	0.992	0.016	0	0	0	0.082	0	0	0	0.008	0	0	0.002	0.003	0	0.028	0	0	0	0.005	0	0	0	0	0	0	0.347	0.114	0.017	0
Blood-B	chr6:14254722-14255015	U	0.006	0.005	0.931	0	0.029	0.027	0.002	0	0	0	0	0.288	0	0.02	0	0.155	0	0	0	0.003	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.004	0
Oligodend	chr6:17839508-17839796	U	0.083	0	0	0	0.003	0	0.015	0	0.066	0	0	0.153	0	0.002	0	0.09	0	0	0	0	0.009	0.016	0	0	0	0	0.04	0.927	0	0.01	0	0	0	0	0	0	0	0	0.062	0
Pancreas-Duct	chr6:24781063-24782020	U	NA	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Blood-Mono+Macro	chr6:26545760-26545942	U	0.082	0.012	0.069	0.136	0.809	0	0	0	0.017	0	0	0.086	0	0.005	0.1	0.068	0	0	0	0.007	0.017	0.02	0	0.02	0	0	0.015	0.065	0	0	0	0	0	0.009	0	0	0.087	0	0	0
