target	hg19	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Blood-T	chr11:117823370-117823587	U	0.021	0.004	0.024	0.044	0.076	0.234	0.763	0	0	0	0	0.061	0	0.002	0.031	0.285	0	0	0.008	0.006	0.005	0.036	0	0.008	0.015	0.033	0.004	0	0.005	0.004	0	0.008	0	0	0	0.03	0.019	0	0.024	0
Lung-Ep-Bron	chr11:117842952-117843229	U	0	0.038	0	0	0.002	0	0	0.039	0	0.037	0.05	0	0.025	0.001	0.128	0.217	0.019	0.024	0.007	0.118	0	0.028	0	0.027	0.07	0.509	0	0.013	0.052	0.008	0	0	0	0	0	0.077	0	0	0.038	0.009
Heart-Fibro	chr11:118041069-118041476	U	0.226	0.024	0.01	0	0.012	0.052	0.016	0.097	0.011	0.012	0	0.048	0.103	0.107	0	0.236	0	0.037	0.083	0.006	0.01	0.667	0	0.055	0.033	0	0.073	0.011	0	0.062	0.012	0	0.015	0	0	0.007	0.088	0.009	0.238	0.042
Blood-T	chr11:118175631-118176495	U	0.008	0.009	0.005	0	0.039	0.26	0.995	0.024	0.007	0	0.023	0.082	0	0.005	0	0.173	0.006	0	0	0.002	0	0.058	0.003	0.003	0	0	0.002	0	0	0.015	0.014	0.008	0.019	0	0.062	0	0	0.009	0.096	0
Blood-T	chr11:118176757-118177143	U	0	0	0.091	0	0.043	0.8	1	0	0	0	0	NA	0	0.028	0	0	0	NA	0	0	0	0.2	0	0.091	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blood-T	chr11:118210159-118211374	U	0	0	0	0	0.051	0.031	0.964	0.032	0	0	0.005	0.067	0.071	0.009	0	0.184	0	0	0.008	0	0	0.114	0	0.006	0	0	0.013	0	0	0.052	0.053	0	0.016	0.01	0	0	0	0.009	0.099	0
Blood-T	chr11:118212314-118213273	U	0	0.016	0	0	0.022	0.061	0.988	0	0	0	0	0.029	0	0.01	0	0.421	0	0	0	0.006	0	0.089	0.009	0.022	0.018	0	0	0	0	0.098	0.068	0	0.053	0	0	0	0.026	0	0.169	0
Blood-T	chr11:118213527-118214011	U	0.032	0.007	0.014	0	0.047	0.082	0.99	0.023	0	0	0	0.074	0.027	0.018	0	0.209	0	0	0	0	0.02	0.098	0.004	0.015	0	0	0	0	0	0	0.034	0.011	0.044	0	0	0.007	0.051	0.006	0.075	0
Blood-T	chr11:118214295-118214532	U	0.008	0.006	0.025	0	0.039	0.026	0.921	0.102	0	0	0.003	0.121	0.03	0.007	0	0.185	0	0	0	0.015	0	0.045	0.009	0	0.005	0.007	0.002	0	0.006	0.012	0.03	0	0	0	0.083	0	0.035	0.005	0.067	0
Blood-T	chr11:118214762-118215449	U	0.182	0	0	0	0.034	0	0.992	0.25	0	0	0.028	0.25	0.25	0.124	0.143	0.438	0	0	0.017	0.092	0.095	0.333	0.077	0	0	0	0	0.053	0	0.19	0.067	0	0.059	0	0	0	0.214	0	0.5	0
Pancreas-Alpha	chr11:118422313-118422558	U	0.026	0	0	0	0	0	0	0	0.021	0.128	0	0	0	0	0	0.047	0	0	0.134	0	0	0	0	0	0.015	0	0	0	0	0	0.867	0	0.103	0	0	0	0	0.012	0.014	0
Pancreas-Acinar	chr11:118928994-118929054	U	0.008	0	0	0	0	0	0	0	0.01	0	0	0	0	0.008	0.029	0	0	0.05	0.005	0.012	0	0.038	0.008	0.044	0.023	0.008	0	0.007	0	0.966	0.01	0.011	0	0.037	0	0.006	0	0.006	0.006	0.024
Pancreas-Acinar	chr11:118931857-118932942	U	0	0	0	0.008	0.002	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.006	0	0	0.004	0	0	0.01	0	0	0.895	0	0	0	0.043	0	0	0	0	0	0
Eryth-prog	chr11:118959136-118959723	U	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002	0	0.726	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0.013	0.003	0.007	0.022
Skeletal-Musc	chr11:119219095-119219309	U	0.367	0.005	0.004	0.006	0.013	0	0.018	0.043	0	0	0.027	0.244	0.55	0.103	0	0.198	0.013	0	0.002	0.065	0.171	0.267	0.015	0	0.042	0.064	0.002	0.056	0.021	0.005	0	0	0.008	0	0	0.014	0.627	0.004	0.154	0.016
Blood-NK	chr11:119767286-119767429	U	0.053	0	0.326	0.085	0.075	0.958	0.159	0	0.019	0	0.01	0.111	0.062	0.027	0	0.062	0.029	0.2	0.025	0.007	0	0.048	0	0.011	0.042	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0.074	0.053
Lung-Ep-Bron	chr11:120077845-120078074	U	0	0	0	0	0.002	0.02	0.001	0	0	0	0.008	0	0	0.001	0	0.07	0	0	0	0.005	0	0	0	0	0.119	0.81	0	0	0	0	0	0	0.014	0	0	0.013	0	0	0	0.013
Gallbladder	chr11:120407149-120407564	U	0	0.012	0.029	0	0.003	0.011	0.044	0.094	0	0	0	0.07	0.036	0.005	0	0.185	0	0.957	0.026	0.039	0	0.018	0.003	0.008	0.007	0	0.003	0	0	0.008	0	0	0	0.027	0	0.007	0	0	0.094	0
Heart-Fibro	chr11:120701316-120701516	U	0.027	0.011	0	0	0.011	0	0.023	0.105	0	0	0.007	0	0	0.028	0	0.22	0	0	0.135	0.004	0	0.731	0	0.006	0.035	0	0.044	0.034	0.011	0.212	0	0	0	0	0	0	0.193	0	0.128	0
Head-Neck-Ep	chr11:120789387-120789563	U	0	0.033	0	0	0.013	0	0.021	0	0	0	0	0	0	0.041	0	0.164	0.123	0	0.005	0.746	0	0.11	0.073	0.022	0	0.161	0.005	0	0.015	0.23	0	0	0	0	0	0.033	0	0.009	0.185	0
Pancreas-Beta	chr11:121220130-121220298	U	0	0	0.032	0	0.005	0	0.002	0	0	0	0	0.027	0	0	0	0.157	0	0	0	0.002	0	0.009	0	0	0	0	0	0	0	0.02	0.031	0.47	0	0	0	0	0	0.006	0.025	0
Lung-Ep-Alveo	chr11:121367621-121367913	U	0	0.017	0	0.019	0.017	0	0	0	0	0.143	0	0	0	0.062	0.077	0.302	0.308	0.143	0	0	0	0.047	0	0	0.958	0.077	0.008	0	0	0.056	0	0	0	0	0	0	0	0	0.085	0
Blood-B	chr11:121440247-121441068	U	0.007	0.005	0.839	0	0.034	0.004	0.011	0	0	0	0	0.278	0	0.025	0.077	0.125	0	0	0	0.004	0	0.009	0.025	0.02	0	0	0.003	0	0	0.016	0	0	0.01	0	0.03	0.003	0	0	0.021	0
Neuron	chr11:123397344-123397706	U	0.056	0.032	0	0	0	0	0.017	0.2	0	0	0	0	0	0.02	0	0.118	0	0	0.049	0.034	0.05	0.05	0	0.156	0.097	0	0.814	0	0	0.136	0	0	0	0	NA	0	0	0	0.091	0
Neuron	chr11:123397882-123398831	U	0.016	0.087	0	0	0.005	0	0	0.273	0	0	0.017	0	0	0.015	0	0.197	0	0.062	0.023	0.023	0.057	0	0	0.073	0.013	0	0.799	0.026	0	0.118	0	0	0	0	0	0.012	0.03	0.011	0.047	0
Neuron	chr11:123433332-123433827	U	0.108	0	0	0	0	0	0	0	0	0	0.006	0.031	0	0.002	0	0.192	0	0	0	0.003	0	0	0.04	0	0	0	0.73	0.009	0	0.172	0	0	0	0.009	0	0	0.018	0	0.022	0
Neuron	chr11:123448094-123448137	U	0	0	0	0	0.009	0.018	0	0.045	0.014	0	0.007	0	0	0.033	0	0	0	0.167	0	0.016	0.039	0.049	0	0.019	0	0	0.809	0	0	0	0	0	0	0	0.167	0	0	0	0	0
Smooth-Musc	chr11:123687272-123687939	U	0	0.125	0.214	0	0.02	0.125	0.31	0.571	0	0	0	0.167	0.5	0.047	0	0.364	0.056	0	0.044	0.169	0	0.471	0	0.111	0.077	0.111	0	0	0.125	0	0	0	0	0	NA	0.111	0.143	0.043	0.5	0
Gastric-Ep	chr11:124018081-124018612	U	0	0	0	0	0.002	0	0.002	0	0	0	0	0.025	0	0.006	0	0.111	0	0	0.885	0.014	0.009	0.07	0.022	0	0	0.081	0.008	0	0	0	0	0	0	0	0	0.006	0	0	0.035	0
Gastric-Ep	chr11:124888026-124888585	U	0	0	0	0	0	0	0	0	0	0	0.045	0	0	0	0	0	0	0	0.971	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0.062	0
Pancreas-Delta	chr11:124979828-124980495	U	NA	0	NA	NA	0	0	0	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0
Epid-Kerat	chr11:125276308-125276504	U	0	0	0.014	0.021	0	0	0.009	0.053	0.023	0.163	0.008	0	0	0	1	0.164	0	0	0.024	0.021	0	0.043	0	0.139	0.104	0.013	0.012	0	0	0.051	0.175	0.091	0.073	0	0	0	0	0	0.029	0
Blood-Mono+Macro	chr11:126183833-126184071	U	0.028	0	0	0.049	0.645	0	0	0	0	0	0.012	0.114	0	0	0	0.196	0	0	0	0.012	0	0	0.008	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0
Heart-Fibro	chr11:126187044-126187158	U	0.054	0	0	0	0	0	0	0.036	0.01	0.012	0	0.036	0	0.088	0	0.124	0.011	0	0.004	0	0	0.385	0.004	0.011	0	0	0	0	0.027	0	0	0.014	0	0	0	0.008	0	0	0.028	0
Breast-Luminal-Ep	chr11:126253438-126253596	U	0	0.406	0.041	0.023	0.03	0.031	0.06	0	0.113	0.85	0.095	0.077	0	0	0.133	0.22	0	0	0.144	0.246	0.069	0.019	0.027	0	0.096	0.123	0.047	0.053	0	0	0	0	0	0	0	0.444	0	0.019	0.015	0
Ovary-Ep	chr11:126435371-126435449	U	0	0.007	0.01	0	0.008	0	0.006	0.235	0.011	0.021	0.004	0	0	0.007	0.023	0.252	0.212	0	0.003	0.005	0	0.068	0.201	0.034	0.006	0	0.013	0.016	0.644	0.027	0	0.109	0	0	0	0	0	0.007	0.078	0
Pancreas-Duct	chr11:126707730-126708457	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Blood-T	chr11:128373780-128374083	U	0.169	0.009	0.14	0	0.031	0.429	0.884	0.097	0	0.066	0.006	0.339	0.421	0.079	0	0.297	0	0	0	0.004	0.029	0	0.004	0.041	0	0	0.004	0	0.011	0.009	0	0	0	0	0	0	0.018	0	0.2	0
Head-Neck-Ep	chr11:128518761-128519111	U	0	0.034	0	0.281	0.005	0	0	0.095	0	0	0.081	0.027	0.048	0	0	0.033	0	0	0.018	0.946	0	0	0	0	0	0.167	0	0	0	0.012	0.02	0	0	0	0	0	0	0.031	0.01	0
Megakaryocytes	chr11:128525766-128526021	U	0	0	0	0	0.007	0	0	0	0	0	0.025	0.031	0.077	0.055	0	0.185	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.037	0
Pancreas-Duct	chr11:128609785-128609920	U	0.053	0.03	0.028	0.014	0	0	0	0.174	0.224	0.079	0	0.053	0.143	0.066	0	0.151	0.071	0.111	0.018	0.039	0.022	0.022	0.009	0.018	0.018	0.026	0.036	0.209	0.051	0.048	0.012	0	0	0.952	0	0.034	0.207	0.009	0.04	0
Blood-NK	chr11:128617420-128617601	U	0.043	0	0.016	0	0.018	0.745	0.119	0.143	0	0	0	0.049	0	0.052	0	0.127	0	0	0.011	0	0	0.024	0	0.009	0	0	0.006	0	0.019	0.016	0	0	0	0	0	0	0	0	0	0
Blood-NK	chr11:128670964-128671386	U	0	0.006	0	0	0	0.741	0.007	0	0	0.03	0.004	0.012	0	0	0.032	0.098	0	0	0.006	0.007	0.008	0.025	0	0.004	0.007	0	0	0	0	0.007	0	0	0	0	0	0	0.013	0.006	0.033	0
Breast-Basal-Ep	chr11:128815137-128815420	U	0	0	0.011	0	0	0	0.005	0	0.814	0.073	0	0.038	0	0.001	0.328	0.174	0	0	0.004	0.003	0	0	0.003	0.003	0	0	0	0	0	0.005	0.007	0	0	0	0	0	0.019	0	0.045	0
Breast-Luminal-Ep	chr11:129324900-129325422	U	0.25	0.163	0	0	0.014	0	0.008	0.375	0.35	1	0	0	0.286	0.203	0.375	0.24	0	0	0	0.121	0.083	0.071	0	0.021	0	0.111	0.214	0	0.056	0	0	0	0.188	0.074	0	0.22	0	0	0.297	0
Gastric-Ep	chr11:129742385-129742665	U	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0.976	0.014	0	0.021	0	0	0	0	0	0	0	0	0.188	0.029	0	0	0	0.196	0	0	0	0
Eryth-prog	chr11:129815235-129816094	U	0	0	0.004	0	0.004	0	0.001	0	0	0	0	0	0	0.003	0	0.754	0	0	0.001	0	0	0.013	0	0	0	0	0	0	0	0.004	0	0	0	0	0.52	0	0	0	0.008	0
Liver-Hep	chr11:129865549-129865828	U	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0.001	0	0.02	0	0	0	0	0.006	0	0.009	0.734	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.007
Breast-Basal-Ep	chr11:130043579-130044447	U	0	0	0	0	0.005	0.029	0.022	0.136	0.822	0.222	0.018	0	0	0.006	0	0.312	0	0.133	0	0.016	0	0	0	0	0	0.015	0	0	0.054	0	0	0	0	0	0	0	0	0	0.05	0
Head-Neck-Ep	chr11:130242997-130243058	U	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0.062	0	0	0	0.767	0	0	0	0	0	0.133	0	0.014	0.093	0	0	0	0	0	0	0	0	0.067	0.011	0
Dermal-Fibro	chr11:130886648-130887074	U	0.322	0	0	0.011	0	0	0.004	0.087	0.015	0.018	0.006	0.018	0.733	0.05	0	0.33	0	0.034	0.028	0.007	0	0.046	0	0.066	0.008	0	0	0	0	0.061	0.055	0.055	0.033	0	0	0.016	0.036	0	0.014	0
Oligodend	chr11:131469220-131469343	U	0.057	0	0	0	0.008	0	0.009	0.111	0	0	0.065	0.037	0	0.008	0	0.125	0	0	0	0	0	0.089	0	0.031	0	0	0.035	0.959	0.022	0.019	0.029	0.033	0	0.05	0	0	0.281	0	0.019	0
Bladder-Ep	chr11:131515832-131516239	U	0	0.875	0	0	0	0	0.004	0	0	0	0.024	0	0.067	0.026	0.2	0.179	0	0	0.048	0.027	0.02	0.167	0	0.106	0.06	0.146	0	0	0	0.089	0.1	0	0	0.059	0	0.057	0	0	0.109	0
Kidney-Ep	chr11:132031595-132031715	U	0	0.024	0	0	0	0	0.003	0	0	0	0.007	0	0	0.007	0	0.097	0.015	0	0.005	0	0	0	0.831	0.023	0	0	0.109	0	0	0.012	0	0	0	0.016	0	0	0.2	0	0.009	0
Liver-Hep	chr11:132221034-132221099	U	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.005	0	0.113	0	0	0.004	0.007	0	0.045	0	0.931	0.034	0	0	0	0	0.011	0	0	0	0	0	0	0	0.01	0.02	0
Fallopian-Ep	chr11:133071916-133072111	U	0.019	0.01	0	0.016	0.012	0	0.016	0.148	0.017	0.022	0.023	0.024	0.077	0.027	0	0.382	1	0	0.005	0.017	0	0.274	0.027	0.111	0	0	0.029	0.377	0.381	0.2	0.032	0.02	0	0	0	0	0	0	0.291	0
Smooth-Musc	chr11:133331665-133332835	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neuron	chr11:133823862-133824839	U	0.03	0.005	0.019	0.014	0.015	0.017	0.005	0.02	0	0	0	0.031	0	0.009	0	0.297	0.008	0	0.012	0.007	0.264	0.045	0.005	0.062	0	0	0.723	0.054	0	0.036	0	0	0	0	0	0	0.012	0	0.061	0
Blood-T	chr11:133928201-133928276	U	0	0.028	0.007	0	0.075	0.22	0.928	0	0	0	0	0.042	0	0.002	0	0.174	0	0	0.009	0.005	0.008	0.023	0	0.073	0	0	0	0	0	0.031	0.088	0.014	0	0.026	0	0.008	0	0	0.018	0.022
Epid-Kerat	chr11:134162648-134162675	U	0	0	0	0	0.006	0	0.002	0.036	0	0	0	0	0	0.002	0.538	0.139	0	0	0.007	0.015	0	0	0	0	0.007	0	0.003	0	0	0.026	0.011	0.014	0	0	0	0	0	0	0.037	0
Fallopian-Ep	chr11:134594112-134594277	U	0.069	0	0.015	0.024	0.031	0.022	0.038	0.129	0	0	0.023	0.014	0.1	0.024	0.031	0.237	0.924	0	0.013	0.005	0	0.193	0	0.005	0	0	0.348	0	0.047	0.075	0	0	0	0	0.143	0	0.014	0	0.152	0
Neuron	chr12:177130-177546	U	NA	0	0	0	0	0	0	NA	NA	0	0	0	NA	0	NA	NA	0	NA	0.167	0.167	NA	0	0	0	0	0	1	0	NA	1	0.5	NA	0	0	NA	0	NA	0	NA	0
Blood-NK	chr12:295321-295414	U	0.036	0	0	0.011	0.017	0.727	0.016	0	0	0	0.021	0.016	0.037	0.005	0.045	0.061	0	0	0.025	0.005	0.078	0.01	0.004	0.013	0.188	0.021	0.004	0	0	0.018	0	0	0	0	0.2	0	0.032	0.017	0.041	0.035
Liver-Hep	chr12:319243-319454	U	0.017	0	0	0	0.016	0.012	0.008	0.031	0	0	0	0	0.032	0.007	0	0.094	0	0	0	0.004	0	0.031	0	0.942	0	0	0.008	0	0	0.021	0	0	0	0	0	0	0.011	0	0.044	0
Blood-Mono+Macro	chr12:402268-402558	U	0	0	0	0.067	0.686	0	0	NA	0	0	0	0	0	0	0.5	0	0	NA	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.25	0	0	0
Epid-Kerat	chr12:433963-434527	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	NA
Pancreas-Beta	chr12:616003-616098	U	0	0	0	0	0	0	0	0	0	0	0.005	0.015	0	0.004	0	0.053	0	0	0	0	0	0.023	0.188	0	0	0	0	0	0	0	0.014	0.753	0.038	0	0	0	0	0	0	0
Heart-Cardio	chr12:659008-659201	U	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.002	0	0.096	0	0	0	0	0.951	0	0	0	0	0	0.009	0	0	0.007	0	0	0	0	0	0	0	0	0.012	0
Epid-Kerat	chr12:699039-699443	U	0	0.022	0	0	0	0	0.001	0	0	0	0	0	0	0	0.559	0.055	0	0	0.002	0.013	0.058	0.01	0	0	0	0.007	0.002	0	0	0.004	0	0	0	0	0	0.004	0.008	0.003	0.004	0
Megakaryocytes	chr12:713718-714076	U	0.181	0	0	0.054	0.026	0	0.003	0.032	0.008	0	0	0.025	0	0.077	0	0.152	0	0	0	0.004	0.105	0.009	0.003	0.008	0.011	0	0	0	0	0	0	0	0	0	0.5	0	0.068	0	0.024	0
Lung-Ep-Alveo	chr12:749800-750838	U	0	0	0	0.01	0.003	0	0.002	0	0	0	0	0	0	0.003	0	0.021	0	0	0	0.003	0	0	0	0	0.899	0.008	0	0	0.011	0	0	0	0	0	0	0.027	0	0	0.008	0.12
Blood-Mono+Macro	chr12:1032945-1033045	U	0.058	0.008	0.006	0	0.729	0	0	0	0	0	0.004	0.029	0	0	0	0.008	0	0	0	0	0	0	0	0.008	0	0	0.021	0.029	0	0	0	0	0	0	0	0	0.073	0	0.005	0
Epid-Kerat	chr12:1040296-1040409	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.471	0.011	0	0	0	0	0	0.012	0.006	0	0	0	0.004	0	0	0	0	0.016	0	0	0	0	0	0	0.009	0
Gallbladder	chr12:1404214-1404437	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0.938	0.005	0.013	0	0	0	0.085	0	0	0	0	0	0	0	0	0	0.033	0	0	0	0	0	0.017
Bone-Osteob	chr12:1498045-1499215	U	0	0	0.259	0	0.12	0	0	0.933	0	0	0	0.077	0	0.012	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0
Heart-Cardio	chr12:1752352-1752721	U	0	0	0.006	0	0.002	0	0.001	0	0	0	0	0	0	0.004	0	0.039	0	0	0	0	0.964	0	0	0.004	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0.005	0
Gastric-Ep	chr12:1879652-1879899	U	0	0	0	0	0	0	0	0	0	0	0	0	0.167	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	NA	0	0	0	0	0
Adipocytes	chr12:1903818-1903870	U	0.574	0.116	0	0	0.003	0	0	0	0.033	0	0	0.027	0	0.179	0	0.023	0.012	0	0.003	0.006	0.017	0	0	0	0	0.011	0	0	0.022	0	0	0	0.017	0	0	0.098	0.068	0	0.015	0
Neuron	chr12:1947361-1947431	U	0	0	0	0	0.002	0	0	0	0.011	0.012	0	0.014	0.132	0.001	0	0.041	0	0	0	0.002	0	0.016	0.047	0	0	0	0.708	0.025	0	0	0	0	0	0	0	0	0.304	0	0.006	0
Neuron	chr12:1947461-1947552	U	0	0	0	0.1	0.062	0.073	0.005	0.045	0.013	0.041	0.006	0.03	0.05	0.006	0	0.172	0	0	0	0	0	0.053	0.064	0	0.008	0	0.834	0.011	0	0.028	0.029	0	0	0.015	0	0	0.388	0	0.025	0
Neuron	chr12:1948026-1948146	U	0.011	0	0.011	0	0.004	0.04	0.005	0.04	0	0	0.012	0.066	0	0.007	0	0.088	0	0	0.005	0.013	0	0.074	0.109	0.011	0.016	0	0.746	0.028	0.086	0.124	0	0	0	0.013	0	0	0.268	0.019	0.056	0
Adipocytes	chr12:2037717-2037873	U	0.571	0.014	0	0	0	0	0.01	0.12	0.028	0	0.084	0	0.613	0.02	0	0.042	0	0	0.006	0.003	0	0.065	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0.074	0.272	0.276	0.017
Heart-Cardio	chr12:2080081-2080856	U	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.033	0.038	0	0	0	0	0.976	0.008	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0
Heart-Cardio	chr12:2095533-2096304	U	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0.5	NA	NA	NA	0	NA	NA	0	0	NA	0	NA	0	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA
Breast-Basal-Ep	chr12:2140449-2140995	U	0	0	0.115	0	0.018	0	0.036	0	1	0.071	0	0	0	0.01	0.167	0.267	0	0	0.023	0	0	0.045	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0	0.045	0
Neuron	chr12:2481386-2481565	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0.017	0	0	0	0	0.051	0.091	0	0.581	0.05	0	0.074	0.067	0.133	0.188	0.043	0	0	0.083	0	0	0
Bone-Osteob	chr12:2483309-2483755	U	0	0	0	0	0	0.1	0.023	0.8	0.15	0	0	0.077	0	0.028	0.167	0.154	0	0	0.062	0	0.5	0.143	0.038	0.029	0.048	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0.074	0
Small-Int-Ep	chr12:2506614-2506665	U	0	0.005	0	0	0	0	0	0	0	0	0.087	0	0	0	0.022	0.168	0	0.28	0.002	0.006	0	0	0.028	0.008	0	0.013	0	0	0.014	0	0	0	0	0	0	0.055	0	0.984	0	0
Blood-NK	chr12:2613403-2613466	U	0.011	0	0	0	0.016	0.786	0.038	0	0	0	0	0	0	0	0	0.111	0	0	0.044	0.008	0	0.019	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0
Pancreas-Delta	chr12:3048985-3049407	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.1	0.6	0	0	0	0	0	0	0
Skeletal-Musc	chr12:3118961-3119134	U	0.019	0.013	0.164	0	0.042	0.057	0.165	0	0.265	0.057	0	0.205	0	0.023	0	0.342	0.122	0	0.023	0.013	0.046	0.086	0.021	0.238	0	0	0.025	0.073	0.069	0.364	0	0.025	0.029	0	0	0.014	0.639	0.013	0.091	0
Pancreas-Acinar	chr12:3141504-3141582	U	0	0	0	0	0.003	0	0.007	0	0	0	0	0.059	0	0.003	0	0.099	0	0	0	0.003	0	0	0	0	0	0	0	0.007	0	0.958	0.022	0.013	0	0.018	0	0	0	0	0	0
Lung-Ep-Bron	chr12:4000795-4001005	U	0	0.141	0	0	0.004	0	0	0.087	0.034	0	0	0	0	0.003	0	0.203	0	0	0.005	0.007	0	0.042	0	0.009	0.178	0.876	0	0	0	0.014	0.016	0.037	0	0	0	0.051	0	0	0.092	0
Epid-Kerat	chr12:4424217-4424339	U	0	0	0	0	0	0	0	0.105	0	0	0	0	0	0	1	0.189	0	0	0	0.066	0	0.045	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0.015	0
Kidney-Ep	chr12:4554786-4554972	U	0	0.006	0	0	0	0	0.001	0	0	0	0	0.012	0.044	0.01	0	0.076	0	0	0.002	0.002	0	0.056	0.826	0	0	0	0.007	0	0	0.02	0	0	0	0	0	0.041	0.39	0	0.021	0
Heart-Cardio	chr12:5154306-5154985	U	0.008	0	0.006	0	0.002	0	0.004	0.01	0.009	0.004	0	0.014	0	0.008	0	0.111	0	0	0.005	0.002	0.943	0.009	0.019	0.003	0	0	0.003	0	0.003	0.043	0.004	0	0	0	0	0	0.022	0	0.012	0
Breast-Luminal-Ep	chr12:5747733-5747898	U	0	0.041	0	0	0.006	0	0.004	0.071	0.033	0.815	0	0.031	0	0	0	0.225	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0.019	0.027	0	0	0	0	0	0	0	0.063	0
Megakaryocytes	chr12:5958960-5959304	U	0	0	0.01	0	0	0	0.008	0.029	0	0	0	0.015	0	0	0	0.17	0	0	0	0.003	0.011	0.042	0	0	0	0	0	0	0	0.019	0.04	0.013	0	0.01	1	0	0	0	0.123	0.013
Epid-Kerat	chr12:6475764-6475891	U	0	0.011	0	0	0.004	0	0	0	0	0.016	0	0	0	0.003	0.68	0.073	0	0	0	0.004	0	0	0.012	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0
Epid-Kerat	chr12:6475922-6476359	U	0	0	0	0	0.008	0	0	0	0	0	0	0.032	0	0	0.545	0.071	0	0	0.007	0.008	0	0.028	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0
Breast-Basal-Ep	chr12:6559231-6559466	U	0.075	0.015	0	0	0.002	0	0.025	0	0.825	0.066	0.004	0.037	0.045	0	0	0.013	0	0	0	0	0.007	0	0	0	0	0	0.064	0.007	0	0.005	0	0	0	0	0	0	0.03	0	0.005	0.143
